time,pid_tb.derivative[31:0]
1771500000,-61
1829100000,-61
1829100000,-60
1893900000,-60
1893900000,-59
1901100000,-59
1901100000,-60
1915500000,-60
1915500000,-59
1987500000,-59
1987500000,-58
2052300000,-58
2052300000,-57
2059500000,-57
2059500000,-58
2066700000,-58
2066700000,-57
2073900000,-57
2073900000,-58
2081100000,-58
2081100000,-57
2138700000,-57
2138700000,-56
2210700000,-56
2210700000,-55
2217900000,-55
2217900000,-56
2225100000,-56
2225100000,-55
2289900000,-55
2289900000,-54
2297100000,-54
2297100000,-55
2304300000,-55
2304300000,-54
2383500000,-54
2383500000,-53
2469900000,-53
2469900000,-52
2549100000,-52
2549100000,-51
2621100000,-51
2621100000,-50
2649900000,-50
2649900000,-51
2671500000,-51
2671500000,-50
2721900000,-50
2721900000,-49
2815500000,-49
2815500000,-48
2887500000,-48
2887500000,-47
2923500000,-47
2923500000,-48
2937900000,-48
2937900000,-47
3002700000,-47
3002700000,-46
3081900000,-46
3081900000,-45
3096300000,-45
3096300000,-46
3110700000,-46
3110700000,-45
3197100000,-45
3197100000,-44
3269100000,-44
3269100000,-43
3276300000,-43
3276300000,-44
3290700000,-44
3290700000,-43
3297900000,-43
3297900000,-44
3312300000,-44
3312300000,-43
3369900000,-43
3369900000,-42
3377100000,-42
3377100000,-43
3391500000,-43
3391500000,-42
3398700000,-42
3398700000,-43
3405900000,-43
3405900000,-42
3506700000,-42
3506700000,-41
3513900000,-41
3513900000,-42
3521100000,-42
3521100000,-41
3578700000,-41
3578700000,-40
3585900000,-40
3585900000,-41
3593100000,-41
3593100000,-40
3600300000,-40
3600300000,-41
3607500000,-41
3607500000,-40
3614700000,-40
3614700000,-41
3621900000,-41
3621900000,-40
3629100000,-40
3629100000,-41
3636300000,-41
3636300000,-40
3722700000,-40
3722700000,-39
3729900000,-39
3729900000,-40
3737100000,-40
3737100000,-39
3816300000,-39
3816300000,-38
3823500000,-38
3823500000,-39
3830700000,-39
3830700000,-38
3845100000,-38
3845100000,-39
3852300000,-39
3852300000,-38
3924300000,-38
3924300000,-37
3931500000,-37
3931500000,-38
3945900000,-38
3945900000,-37
3960300000,-37
3960300000,-38
3967500000,-38
3967500000,-37
4053900000,-37
4053900000,-36
4068300000,-36
4068300000,-37
4082700000,-37
4082700000,-36
4161900000,-36
4161900000,-35
4169100000,-35
4169100000,-36
4190700000,-36
4190700000,-35
4219500000,-35
4219500000,-36
4226700000,-36
4226700000,-35
4298700000,-35
4298700000,-34
4320300000,-34
4320300000,-35
4349100000,-35
4349100000,-34
4449900000,-34
4449900000,-33
4550700000,-33
4550700000,-32
4701900000,-32
4701900000,-31
4737900000,-31
4737900000,-32
4766700000,-32
4766700000,-31
4845900000,-31
4845900000,-30
4874700000,-30
4874700000,-31
4889100000,-31
4889100000,-30
4982700000,-30
4982700000,-29
4997100000,-29
4997100000,-30
5018700000,-30
5018700000,-29
5040300000,-29
5040300000,-30
5047500000,-30
5047500000,-29
5148300000,-29
5148300000,-28
5162700000,-28
5162700000,-29
5177100000,-29
5177100000,-28
5191500000,-28
5191500000,-29
5198700000,-29
5198700000,-28
5277900000,-28
5277900000,-27
5285100000,-27
5285100000,-28
5299500000,-28
5299500000,-27
5306700000,-27
5306700000,-28
5321100000,-28
5321100000,-27
5335500000,-27
5335500000,-28
5342700000,-28
5342700000,-27
5465100000,-27
5465100000,-26
5479500000,-26
5479500000,-27
5486700000,-27
5486700000,-26
5493900000,-26
5493900000,-27
5501100000,-27
5501100000,-26
5609100000,-26
5609100000,-25
5616300000,-25
5616300000,-26
5645100000,-26
5645100000,-25
5652300000,-25
5652300000,-26
5659500000,-26
5659500000,-25
5666700000,-25
5666700000,-26
5673900000,-26
5673900000,-25
5781900000,-25
5781900000,-24
5789100000,-24
5789100000,-25
5796300000,-25
5796300000,-24
5803500000,-24
5803500000,-25
5810700000,-25
5810700000,-24
5817900000,-24
5817900000,-25
5825100000,-25
5825100000,-24
5832300000,-24
5832300000,-25
5839500000,-25
5839500000,-24
5846700000,-24
5846700000,-25
5853900000,-25
5853900000,-24
5861100000,-24
5861100000,-25
5868300000,-25
5868300000,-24
5961900000,-24
5961900000,-23
5969100000,-23
5969100000,-24
5976300000,-24
5976300000,-23
5983500000,-23
5983500000,-24
5990700000,-24
5990700000,-23
5997900000,-23
5997900000,-24
6012300000,-24
6012300000,-23
6019500000,-23
6019500000,-24
6026700000,-24
6026700000,-23
6033900000,-23
6033900000,-24
6041100000,-24
6041100000,-23
6170700000,-23
6170700000,-22
6177900000,-22
6177900000,-23
6185100000,-23
6185100000,-22
6192300000,-22
6192300000,-23
6206700000,-23
6206700000,-22
6213900000,-22
6213900000,-23
6221100000,-23
6221100000,-22
6350700000,-22
6350700000,-21
6357900000,-21
6357900000,-22
6372300000,-22
6372300000,-21
6379500000,-21
6379500000,-22
6393900000,-22
6393900000,-21
6401100000,-21
6401100000,-22
6415500000,-22
6415500000,-21
6429900000,-21
6429900000,-22
6437100000,-22
6437100000,-21
6595500000,-21
6595500000,-20
6609900000,-20
6609900000,-21
6617100000,-21
6617100000,-20
6638700000,-20
6638700000,-21
6645900000,-21
6645900000,-20
6667500000,-20
6667500000,-21
6674700000,-21
6674700000,-20
6782700000,-20
6782700000,-19
6789900000,-19
6789900000,-20
6818700000,-20
6818700000,-19
6833100000,-19
6833100000,-20
6847500000,-20
6847500000,-19
6876300000,-19
6876300000,-20
6883500000,-20
6883500000,-19
7034700000,-19
7034700000,-18
7056300000,-18
7056300000,-19
7077900000,-19
7077900000,-18
7113900000,-18
7113900000,-19
7128300000,-19
7128300000,-18
7221900000,-18
7221900000,-2005018
7229100000,-2005018
7229100000,-2018
7236300000,-2018
7236300000,-2017
7243500000,-2017
7243500000,201736
7250700000,201736
7250700000,76749
7257900000,76749
7257900000,76949
7265100000,76949
7265100000,56445
7272300000,56445
7272300000,61363
7279500000,61363
7279500000,58445
7286700000,58445
7286700000,57618
7293900000,57618
7293900000,55007
7301100000,55007
7301100000,52996
7308300000,52996
7308300000,50883
7315500000,50883
7315500000,48980
7322700000,48980
7322700000,47115
7329900000,47115
7329900000,45336
7337100000,45336
7337100000,43615
7344300000,43615
7344300000,41962
7351500000,41962
7351500000,40369
7358700000,40369
7358700000,38838
7365900000,38838
7365900000,37365
7373100000,37365
7373100000,35947
7380300000,35947
7380300000,34583
7387500000,34583
7387500000,33271
7394700000,33271
7394700000,32009
7401900000,32009
7401900000,30794
7409100000,30794
7409100000,29625
7416300000,29625
7416300000,28501
7423500000,28501
7423500000,27419
7430700000,27419
7430700000,26378
7437900000,26378
7437900000,25377
7445100000,25377
7445100000,24413
7452300000,24413
7452300000,23487
7459500000,23487
7459500000,22595
7466700000,22595
7466700000,21736
7473900000,21736
7473900000,20911
7481100000,20911
7481100000,20116
7488300000,20116
7488300000,19352
7495500000,19352
7495500000,18616
7502700000,18616
7502700000,17909
7509900000,17909
7509900000,17229
7517100000,17229
7517100000,16573
7524300000,16573
7524300000,15943
7531500000,15943
7531500000,15337
7538700000,15337
7538700000,14754
7545900000,14754
7545900000,14193
7553100000,14193
7553100000,13652
7560300000,13652
7560300000,13133
7567500000,13133
7567500000,12633
7574700000,12633
7574700000,12153
7581900000,12153
7581900000,11690
7589100000,11690
7589100000,11244
7596300000,11244
7596300000,10816
7603500000,10816
7603500000,10404
7610700000,10404
7610700000,10007
7617900000,10007
7617900000,9626
7625100000,9626
7625100000,9259
7632300000,9259
7632300000,8906
7639500000,8906
7639500000,8566
7646700000,8566
7646700000,8239
7653900000,8239
7653900000,7925
7661100000,7925
7661100000,7622
7668300000,7622
7668300000,7332
7675500000,7332
7675500000,7051
7682700000,7051
7682700000,6782
7689900000,6782
7689900000,6523
7697100000,6523
7697100000,6273
7704300000,6273
7704300000,6033
7711500000,6033
7711500000,5802
7718700000,5802
7718700000,5580
7725900000,5580
7725900000,5366
7733100000,5366
7733100000,5161
7740300000,5161
7740300000,4963
7747500000,4963
7747500000,4772
7754700000,4772
7754700000,4589
7761900000,4589
7761900000,4413
7769100000,4413
7769100000,4243
7776300000,4243
7776300000,4080
7783500000,4080
7783500000,3923
7790700000,3923
7790700000,3773
7797900000,3773
7797900000,3627
7805100000,3627
7805100000,3487
7812300000,3487
7812300000,3353
7819500000,3353
7819500000,3224
7826700000,3224
7826700000,3099
7833900000,3099
7833900000,2979
7841100000,2979
7841100000,2864
7848300000,2864
7848300000,2753
7855500000,2753
7855500000,2647
7862700000,2647
7862700000,2544
7869900000,2544
7869900000,2445
7877100000,2445
7877100000,2351
7884300000,2351
7884300000,2259
7891500000,2259
7891500000,2171
7898700000,2171
7898700000,2087
7905900000,2087
7905900000,2005
7913100000,2005
7913100000,1927
7920300000,1927
7920300000,1852
7927500000,1852
7927500000,1779
7934700000,1779
7934700000,1709
7941900000,1709
7941900000,1642
7949100000,1642
7949100000,1578
7956300000,1578
7956300000,1516
7963500000,1516
7963500000,1456
7970700000,1456
7970700000,1399
7977900000,1399
7977900000,1343
7985100000,1343
7985100000,1291
7992300000,1291
7992300000,1240
7999500000,1240
7999500000,1190
8006700000,1190
8006700000,1143
8013900000,1143
8013900000,1097
8021100000,1097
8021100000,1053
8028300000,1053
8028300000,1011
8035500000,1011
8035500000,971
8042700000,971
8042700000,931
8049900000,931
8049900000,894
8057100000,894
8057100000,858
8064300000,858
8064300000,823
8071500000,823
8071500000,790
8078700000,790
8078700000,758
8085900000,758
8085900000,726
8093100000,726
8093100000,697
8100300000,697
8100300000,668
8107500000,668
8107500000,641
8114700000,641
8114700000,614
8121900000,614
8121900000,589
8129100000,589
8129100000,564
8136300000,564
8136300000,540
8143500000,540
8143500000,518
8150700000,518
8150700000,496
8157900000,496
8157900000,475
8165100000,475
8165100000,455
8172300000,455
8172300000,435
8179500000,435
8179500000,416
8186700000,416
8186700000,399
8193900000,399
8193900000,381
8201100000,381
8201100000,365
8208300000,365
8208300000,349
8215500000,349
8215500000,333
8222700000,333
8222700000,318
8229900000,318
8229900000,304
8237100000,304
8237100000,291
8244300000,291
8244300000,277
8251500000,277
8251500000,265
8258700000,265
8258700000,253
8265900000,253
8265900000,241
8273100000,241
8273100000,230
8280300000,230
8280300000,219
8287500000,219
8287500000,208
8294700000,208
8294700000,198
8301900000,198
8301900000,188
8309100000,188
8309100000,179
8316300000,179
8316300000,170
8323500000,170
8323500000,162
8330700000,162
8330700000,153
8337900000,153
8337900000,145
8345100000,145
8345100000,138
8352300000,138
8352300000,130
8359500000,130
8359500000,123
8366700000,123
8366700000,116
8373900000,116
8373900000,110
8381100000,110
8381100000,104
8388300000,104
8388300000,97
8395500000,97
8395500000,92
8402700000,92
8402700000,86
8409900000,86
8409900000,81
8417100000,81
8417100000,76
8424300000,76
8424300000,71
8431500000,71
8431500000,66
8438700000,66
8438700000,61
8445900000,61
8445900000,57
8453100000,57
8453100000,52
8460300000,52
8460300000,49
8467500000,49
8467500000,45
8474700000,45
8474700000,41
8481900000,41
8481900000,38
8489100000,38
8489100000,34
8496300000,34
8496300000,30
8503500000,30
8503500000,27
8510700000,27
8510700000,24
8517900000,24
8517900000,21
8525100000,21
8525100000,18
8532300000,18
8532300000,16
8539500000,16
8539500000,13
8546700000,13
8546700000,10
8553900000,10
8553900000,8
8561100000,8
8561100000,6
8568300000,6
8568300000,4
8575500000,4
8575500000,1
8582700000,1
8582700000,0
8589900000,0
8589900000,-2
8597100000,-2
8597100000,-3
8604300000,-3
8604300000,-5
8611500000,-5
8611500000,-7
8618700000,-7
8618700000,-9
8625900000,-9
8625900000,-11
8633100000,-11
8633100000,-12
8640300000,-12
8640300000,-14
8647500000,-14
8647500000,-15
8654700000,-15
8654700000,-17
8661900000,-17
8661900000,-18
8669100000,-18
8669100000,-19
8676300000,-19
8676300000,-20
8683500000,-20
8683500000,-22
8690700000,-22
8690700000,-23
8697900000,-23
8697900000,-24
8705100000,-24
8705100000,-25
8712300000,-25
8712300000,-26
8719500000,-26
8719500000,-27
8726700000,-27
8726700000,-28
8733900000,-28
8733900000,-29
8741100000,-29
8741100000,-30
8748300000,-30
8748300000,-31
8755500000,-31
8755500000,-32
8769900000,-32
8769900000,-33
8777100000,-33
8777100000,-34
8791500000,-34
8791500000,-35
8798700000,-35
8798700000,-36
8813100000,-36
8813100000,-37
8827500000,-37
8827500000,-38
8841900000,-38
8841900000,-39
8856300000,-39
8856300000,-40
8885100000,-40
8885100000,-41
8899500000,-41
8899500000,-42
8928300000,-42
8928300000,-43
8949900000,-43
8949900000,-44
9000300000,-44
9000300000,-45
9036300000,-45
9036300000,-46
9144300000,-46
9144300000,-47
9165900000,-47
9165900000,-46
9216300000,-46
9216300000,-47
9245100000,-47
9245100000,-46
9288300000,-46
9288300000,-47
9295500000,-47
9295500000,-46
9396300000,-46
9396300000,-45
9403500000,-45
9403500000,-46
9432300000,-46
9432300000,-45
9453900000,-45
9453900000,-46
9461100000,-46
9461100000,-45
9525900000,-45
9525900000,-44
9533100000,-44
9533100000,-45
9554700000,-45
9554700000,-44
9569100000,-44
9569100000,-45
9576300000,-45
9576300000,-44
9648300000,-44
9648300000,-43
9662700000,-43
9662700000,-44
9669900000,-44
9669900000,-43
9684300000,-43
9684300000,-44
9691500000,-44
9691500000,-43
9770700000,-43
9770700000,-42
9777900000,-42
9777900000,-43
9785100000,-43
9785100000,-42
9871500000,-42
9871500000,-41
9878700000,-41
9878700000,-42
9885900000,-42
9885900000,-41
9893100000,-41
9893100000,-42
9900300000,-42
9900300000,-41
9986700000,-41
9986700000,-40
9993900000,-40
9993900000,-41
10001100000,-41
10001100000,-40
10080300000,-40
10080300000,-39
10087500000,-39
10087500000,-40
10094700000,-40
10094700000,-39
10101900000,-39
10101900000,-40
10109100000,-40
10109100000,-39
10123500000,-39
10123500000,-40
10130700000,-40
10130700000,-39
10209900000,-39
10209900000,-38
10217100000,-38
10217100000,-39
10224300000,-39
10224300000,-38
10238700000,-38
10238700000,-39
10245900000,-39
10245900000,-38
10317900000,-38
10317900000,-37
10325100000,-37
10325100000,-38
10339500000,-38
10339500000,-37
10353900000,-37
10353900000,-38
10361100000,-38
10361100000,-37
10447500000,-37
10447500000,-36
10469100000,-36
10469100000,-37
10476300000,-37
10476300000,-36
10555500000,-36
10555500000,-35
10569900000,-35
10569900000,-36
10591500000,-36
10591500000,-35
10699500000,-35
10699500000,-34
10742700000,-34
10742700000,-35
10749900000,-35
10749900000,-34
10800300000,-34
10800300000,-33
10821900000,-33
10821900000,-34
10872300000,-34
10872300000,-33
10965900000,-33
10965900000,-32
11066700000,-32
11066700000,-31
11102700000,-31
11102700000,-32
11131500000,-32
11131500000,-31
11217900000,-31
11217900000,-30
11239500000,-30
11239500000,-31
11261100000,-31
11261100000,-30
11361900000,-30
11361900000,-29
11369100000,-29
11369100000,-30
11397900000,-30
11397900000,-29
11419500000,-29
11419500000,-30
11426700000,-30
11426700000,-29
11527500000,-29
11527500000,-28
11534700000,-28
11534700000,-29
11556300000,-29
11556300000,-28
11570700000,-28
11570700000,-29
11577900000,-29
11577900000,-28
11657100000,-28
11657100000,-27
11664300000,-27
11664300000,-28
11700300000,-28
11700300000,-27
11714700000,-27
11714700000,-28
11721900000,-28
11721900000,-27
11829900000,-27
11829900000,-26
11837100000,-26
11837100000,-27
11851500000,-27
11851500000,-26
11858700000,-26
11858700000,-27
11865900000,-27
11865900000,-26
11894700000,-26
11894700000,-27
11901900000,-27
11901900000,-26
12009900000,-26
12009900000,-25
12017100000,-25
12017100000,-26
12024300000,-26
12024300000,-25
12031500000,-25
12031500000,-26
12038700000,-26
12038700000,-25
12067500000,-25
12067500000,-26
12074700000,-26
12074700000,-25
12081900000,-25
12081900000,-26
12089100000,-26
12089100000,-25
12197100000,-25
12197100000,-24
12204300000,-24
12204300000,-25
12211500000,-25
12211500000,-24
12218700000,-24
12218700000,-25
12225900000,-25
12225900000,-24
12233100000,-24
12233100000,-25
12240300000,-25
12240300000,-24
12384300000,-24
12384300000,-23
12391500000,-23
12391500000,-24
12398700000,-24
12398700000,-23
12405900000,-23
12405900000,-24
12413100000,-24
12413100000,-23
12557100000,-23
12557100000,-22
12564300000,-22
12564300000,-23
12578700000,-23
12578700000,-22
12585900000,-22
12585900000,-23
12593100000,-23
12593100000,-22
12621900000,-22
12621900000,-23
12629100000,-23
12629100000,-22
12765900000,-22
12765900000,-21
12773100000,-21
12773100000,-22
12780300000,-22
12780300000,-21
12794700000,-21
12794700000,-22
12801900000,-22
12801900000,-21
12960300000,-21
12960300000,-20
12967500000,-20
12967500000,-21
12989100000,-21
12989100000,-20
12996300000,-20
12996300000,-21
13010700000,-21
13010700000,-20
13032300000,-20
13032300000,-21
13039500000,-21
13039500000,-20
13176300000,-20
13176300000,-19
13183500000,-19
13183500000,-20
13212300000,-20
13212300000,-19
13226700000,-19
13226700000,-20
13241100000,-20
13241100000,-19
13269900000,-19
13269900000,-20
13277100000,-20
13277100000,-19
13385100000,-19
13385100000,-18
13392300000,-18
13392300000,-19
13428300000,-19
13428300000,-18
13449900000,-18
13449900000,-19
13471500000,-19
13471500000,-18
13514700000,-18
13514700000,-19
13521900000,-19
13521900000,-18
13637100000,-18
13637100000,-17
13644300000,-17
13644300000,-18
13694700000,-18
13694700000,-17
13788300000,-17
13788300000,-18
13795500000,-18
13795500000,-17
13903500000,-17
13903500000,-16
14227500000,-16
14227500000,-15
14263500000,-15
14263500000,-16
14321100000,-16
14321100000,-15
14501100000,-15
14501100000,-14
14537100000,-14
14537100000,-15
14558700000,-15
14558700000,-14
14601900000,-14
14601900000,-15
14609100000,-15
14609100000,-14
14774700000,-14
14774700000,-13
14781900000,-13
14781900000,-14
14810700000,-14
14810700000,-13
14832300000,-13
14832300000,-14
14853900000,-14
14853900000,-13
14875500000,-13
14875500000,-14
14889900000,-14
14889900000,-13
14918700000,-13
14918700000,-14
14925900000,-14
14925900000,-13
15105900000,-13
15105900000,-12
15113100000,-12
15113100000,-13
15134700000,-13
15134700000,-12
15149100000,-12
15149100000,-13
15170700000,-13
15170700000,-12
15185100000,-12
15185100000,-13
15199500000,-13
15199500000,-12
15221100000,-12
15221100000,-13
15228300000,-13
15228300000,-12
15473100000,-12
15473100000,-11
15480300000,-11
15480300000,-12
15501900000,-12
15501900000,-11
15509100000,-11
15509100000,-12
15523500000,-12
15523500000,-11
15530700000,-11
15530700000,-12
15545100000,-12
15545100000,-11
15559500000,-11
15559500000,-12
15566700000,-12
15566700000,-11
15588300000,-11
15588300000,-12
15595500000,-12
15595500000,-11
15631500000,-11
15631500000,-12
15638700000,-12
15638700000,-11
15883500000,-11
15883500000,-10
15890700000,-10
15890700000,-11
15905100000,-11
15905100000,-10
15912300000,-10
15912300000,-11
15919500000,-11
15919500000,-10
15933900000,-10
15933900000,-11
15941100000,-11
15941100000,-10
15948300000,-10
15948300000,-11
15962700000,-11
15962700000,-10
15969900000,-10
15969900000,-11
15977100000,-11
15977100000,-10
15991500000,-10
15991500000,-11
15998700000,-11
15998700000,-10
16013100000,-10
16013100000,-11
16020300000,-11
16020300000,-10
16070700000,-10
16070700000,-11
16077900000,-11
16077900000,-10
16301100000,-10
16301100000,-9
16308300000,-9
16308300000,-10
16315500000,-10
16315500000,-9
16322700000,-9
16322700000,-10
16337100000,-10
16337100000,-9
16344300000,-9
16344300000,-10
16351500000,-10
16351500000,-9
16358700000,-9
16358700000,-10
16365900000,-10
16365900000,-9
16380300000,-9
16380300000,-10
16387500000,-10
16387500000,-9
16394700000,-9
16394700000,-10
16401900000,-10
16401900000,-9
16409100000,-9
16409100000,-10
16416300000,-10
16416300000,-9
16430700000,-9
16430700000,-10
16437900000,-10
16437900000,-9
16445100000,-9
16445100000,-10
16452300000,-10
16452300000,-9
16481100000,-9
16481100000,-10
16488300000,-10
16488300000,-9
16495500000,-9
16495500000,-10
16502700000,-10
16502700000,-9
16776300000,-9
16776300000,-8
16783500000,-8
16783500000,-9
16790700000,-9
16790700000,-8
16797900000,-8
16797900000,-9
16805100000,-9
16805100000,-8
16812300000,-8
16812300000,-9
16819500000,-9
16819500000,-8
16826700000,-8
16826700000,-9
16833900000,-9
16833900000,-8
16841100000,-8
16841100000,-9
16848300000,-9
16848300000,-8
16855500000,-8
16855500000,-9
16862700000,-9
16862700000,-8
16869900000,-8
16869900000,-9
16884300000,-9
16884300000,-8
16891500000,-8
16891500000,-9
16898700000,-9
16898700000,-8
16905900000,-8
16905900000,-9
16913100000,-9
16913100000,-8
16920300000,-8
16920300000,-9
16927500000,-9
16927500000,-8
16934700000,-8
16934700000,-9
16941900000,-9
16941900000,-8
16949100000,-8
16949100000,-9
16956300000,-9
16956300000,-8
16963500000,-8
16963500000,-9
16970700000,-9
16970700000,-8
16977900000,-8
16977900000,-9
16985100000,-9
16985100000,-8
17280300000,-8
17280300000,-7
17287500000,-7
17287500000,-8
17294700000,-8
17294700000,-7
17301900000,-7
17301900000,-8
17309100000,-8
17309100000,-7
17316300000,-7
17316300000,-8
17373900000,-8
17373900000,-7
17381100000,-7
17381100000,-8
17388300000,-8
17388300000,-7
17395500000,-7
17395500000,-8
17402700000,-8
17402700000,-7
17409900000,-7
17409900000,-8
17417100000,-8
17417100000,-7
17424300000,-7
17424300000,-8
17431500000,-8
17431500000,-7
17438700000,-7
17438700000,-8
17445900000,-8
17445900000,-7
17453100000,-7
17453100000,-8
17460300000,-8
17460300000,-7
17489100000,-7
17489100000,-8
17496300000,-8
17496300000,-7
17503500000,-7
17503500000,-8
17510700000,-8
17510700000,-7
17517900000,-7
17517900000,-8
17525100000,-8
17525100000,-7
17568300000,-7
17568300000,-8
17575500000,-8
17575500000,-7
17899500000,-7
17899500000,-6
17906700000,-6
17906700000,-7
17949900000,-7
17949900000,-6
17957100000,-6
17957100000,-7
17985900000,-7
17985900000,-6
17993100000,-6
17993100000,-7
18000300000,-7
18000300000,-6
18007500000,-6
18007500000,-7
18021900000,-7
18021900000,-6
18029100000,-6
18029100000,-7
18036300000,-7
18036300000,-6
18043500000,-6
18043500000,-7
18057900000,-7
18057900000,-6
18065100000,-6
18065100000,-7
18072300000,-7
18072300000,-6
18101100000,-6
18101100000,-7
18108300000,-7
18108300000,-6
18122700000,-6
18122700000,-7
18129900000,-7
18129900000,-6
18137100000,-6
18137100000,-7
18144300000,-7
18144300000,-6
18158700000,-6
18158700000,-7
18165900000,-7
18165900000,-6
18194700000,-6
18194700000,-7
18201900000,-7
18201900000,-6
18230700000,-6
18230700000,-7
18237900000,-7
18237900000,-6
18597900000,-6
18597900000,-5
18605100000,-5
18605100000,-6
18677100000,-6
18677100000,-5
18684300000,-5
18684300000,-6
18698700000,-6
18698700000,-5
18705900000,-5
18705900000,-6
18720300000,-6
18720300000,-5
18727500000,-5
18727500000,-6
18741900000,-6
18741900000,-5
18749100000,-5
18749100000,-6
18756300000,-6
18756300000,-5
18770700000,-5
18770700000,-6
18777900000,-6
18777900000,-5
18792300000,-5
18792300000,-6
18799500000,-6
18799500000,-5
18813900000,-5
18813900000,-6
18821100000,-6
18821100000,-5
18835500000,-5
18835500000,-6
18842700000,-6
18842700000,-5
18857100000,-5
18857100000,-6
18864300000,-6
18864300000,-5
18900300000,-5
18900300000,-6
18914700000,-6
18914700000,-5
18950700000,-5
18950700000,-6
18957900000,-6
18957900000,-5
18972300000,-5
18972300000,-6
18979500000,-6
18979500000,-5
18993900000,-5
18993900000,-6
19001100000,-6
19001100000,-5
19015500000,-5
19015500000,-6
19022700000,-6
19022700000,-5
19058700000,-5
19058700000,-6
19065900000,-6
19065900000,-5
19454700000,-5
19454700000,-4
19461900000,-4
19461900000,-5
19476300000,-5
19476300000,-4
19483500000,-4
19483500000,-5
19505100000,-5
19505100000,-4
19512300000,-4
19512300000,-5
19526700000,-5
19526700000,-4
19533900000,-4
19533900000,-5
19555500000,-5
19555500000,-4
19562700000,-4
19562700000,-5
19577100000,-5
19577100000,-4
19584300000,-4
19584300000,-5
19598700000,-5
19598700000,-4
19613100000,-4
19613100000,-5
19627500000,-5
19627500000,-4
19641900000,-4
19641900000,-5
19649100000,-5
19649100000,-4
19663500000,-4
