time,pid_tb.integral[31:0]
6437700000,387306
6444900000,387306
6444900000,387509
6452100000,387509
6452100000,387712
6459300000,387712
6459300000,387915
6466500000,387915
6466500000,388117
6473700000,388117
6473700000,388319
6480900000,388319
6480900000,388521
6488100000,388521
6488100000,388722
6495300000,388722
6495300000,388923
6502500000,388923
6502500000,389124
6509700000,389124
6509700000,389324
6516900000,389324
6516900000,389524
6524100000,389524
6524100000,389724
6531300000,389724
6531300000,389923
6538500000,389923
6538500000,390122
6545700000,390122
6545700000,390321
6552900000,390321
6552900000,390519
6560100000,390519
6560100000,390717
6567300000,390717
6567300000,390915
6574500000,390915
6574500000,391112
6581700000,391112
6581700000,391309
6588900000,391309
6588900000,391506
6596100000,391506
6596100000,391702
6603300000,391702
6603300000,391898
6610500000,391898
6610500000,392094
6617700000,392094
6617700000,392290
6624900000,392290
6624900000,392485
6632100000,392485
6632100000,392680
6639300000,392680
6639300000,392875
6646500000,392875
6646500000,393069
6653700000,393069
6653700000,393263
6660900000,393263
6660900000,393457
6668100000,393457
6668100000,393650
6675300000,393650
6675300000,393843
6682500000,393843
6682500000,394036
6689700000,394036
6689700000,394228
6696900000,394228
6696900000,394420
6704100000,394420
6704100000,394612
6711300000,394612
6711300000,394803
6718500000,394803
6718500000,394994
6725700000,394994
6725700000,395185
6732900000,395185
6732900000,395375
6740100000,395375
6740100000,395565
6747300000,395565
6747300000,395755
6754500000,395755
6754500000,395945
6761700000,395945
6761700000,396134
6768900000,396134
6768900000,396323
6776100000,396323
6776100000,396512
6783300000,396512
6783300000,396700
6790500000,396700
6790500000,396888
6797700000,396888
6797700000,397076
6804900000,397076
6804900000,397263
6812100000,397263
6812100000,397450
6819300000,397450
6819300000,397637
6826500000,397637
6826500000,397823
6833700000,397823
6833700000,398009
6840900000,398009
6840900000,398195
6848100000,398195
6848100000,398381
6855300000,398381
6855300000,398566
6862500000,398566
6862500000,398751
6869700000,398751
6869700000,398936
6876900000,398936
6876900000,399120
6884100000,399120
6884100000,399304
6891300000,399304
6891300000,399488
6898500000,399488
6898500000,399671
6905700000,399671
6905700000,399854
6912900000,399854
6912900000,400037
6920100000,400037
6920100000,400220
6927300000,400220
6927300000,400402
6934500000,400402
6934500000,400584
6941700000,400584
6941700000,400766
6948900000,400766
6948900000,400947
6956100000,400947
6956100000,401128
6963300000,401128
6963300000,401309
6970500000,401309
6970500000,401489
6977700000,401489
6977700000,401669
6984900000,401669
6984900000,401849
6992100000,401849
6992100000,402029
6999300000,402029
6999300000,402208
7006500000,402208
7006500000,402387
7013700000,402387
7013700000,402566
7020900000,402566
7020900000,402744
7028100000,402744
7028100000,402922
7035300000,402922
7035300000,403100
7042500000,403100
7042500000,403278
7049700000,403278
7049700000,403455
7056900000,403455
7056900000,403632
7064100000,403632
7064100000,403809
7071300000,403809
7071300000,403985
7078500000,403985
7078500000,404161
7085700000,404161
7085700000,404337
7092900000,404337
7092900000,404513
7100100000,404513
7100100000,404688
7107300000,404688
7107300000,404863
7114500000,404863
7114500000,405038
7121700000,405038
7121700000,405212
7128900000,405212
7128900000,405386
7136100000,405386
7136100000,405560
7143300000,405560
7143300000,405734
7150500000,405734
7150500000,405907
7157700000,405907
7157700000,406080
7164900000,406080
7164900000,406253
7172100000,406253
7172100000,406425
7179300000,406425
7179300000,406597
7186500000,406597
7186500000,406769
7193700000,406769
7193700000,406941
7200900000,406941
7200900000,407112
7208100000,407112
7208100000,407283
7215300000,407283
7215300000,407454
7222500000,407454
7222500000,376297
7229700000,376297
7229700000,345109
7236900000,345109
7236900000,313889
7244100000,313889
7244100000,285821
7251300000,285821
7251300000,258953
7258500000,258953
7258500000,233287
7265700000,233287
7265700000,208503
7272900000,208503
7272900000,184678
7280100000,184678
7280100000,161766
7287300000,161766
7287300000,139754
7294500000,139754
7294500000,118602
7301700000,118602
7301700000,98278
7308900000,98278
7308900000,78749
7316100000,78749
7316100000,59985
7323300000,59985
7323300000,41957
7330500000,41957
7330500000,24638
7337700000,24638
7337700000,8000
7344900000,8000
7344900000,-7982
7352100000,-7982
7352100000,-23333
7359300000,-23333
7359300000,-38078
7366500000,-38078
7366500000,-52239
7373700000,-52239
7373700000,-65838
7380900000,-65838
7380900000,-78897
7388100000,-78897
7388100000,-91436
7395300000,-91436
7395300000,-103475
7402500000,-103475
7402500000,-115033
7409700000,-115033
7409700000,-126128
7416900000,-126128
7416900000,-136777
7424100000,-136777
7424100000,-146998
7431300000,-146998
7431300000,-156807
7438500000,-156807
7438500000,-166219
7445700000,-166219
7445700000,-175250
7452900000,-175250
7452900000,-183914
7460100000,-183914
7460100000,-192225
7467300000,-192225
7467300000,-200196
7474500000,-200196
7474500000,-207840
7481700000,-207840
7481700000,-215170
7488900000,-215170
7488900000,-222198
7496100000,-222198
7496100000,-228935
7503300000,-228935
7503300000,-235392
7510500000,-235392
7510500000,-241580
7517700000,-241580
7517700000,-247509
7524900000,-247509
7524900000,-253189
7532100000,-253189
7532100000,-258629
7539300000,-258629
7539300000,-263839
7546500000,-263839
7546500000,-268827
7553700000,-268827
7553700000,-273602
7560900000,-273602
7560900000,-278171
7568100000,-278171
7568100000,-282543
7575300000,-282543
7575300000,-286725
7582500000,-286725
7582500000,-290724
7589700000,-290724
7589700000,-294548
7596900000,-294548
7596900000,-298203
7604100000,-298203
7604100000,-301695
7611300000,-301695
7611300000,-305031
7618500000,-305031
7618500000,-308216
7625700000,-308216
7625700000,-311257
7632900000,-311257
7632900000,-314159
7640100000,-314159
7640100000,-316927
7647300000,-316927
7647300000,-319566
7654500000,-319566
7654500000,-322081
7661700000,-322081
7661700000,-324477
7668900000,-324477
7668900000,-326759
7676100000,-326759
7676100000,-328930
7683300000,-328930
7683300000,-330995
7690500000,-330995
7690500000,-332958
7697700000,-332958
7697700000,-334823
7704900000,-334823
7704900000,-336594
7712100000,-336594
7712100000,-338275
7719300000,-338275
7719300000,-339868
7726500000,-339868
7726500000,-341377
7733700000,-341377
7733700000,-342806
7740900000,-342806
7740900000,-344157
7748100000,-344157
7748100000,-345434
7755300000,-345434
7755300000,-346639
7762500000,-346639
7762500000,-347775
7769700000,-347775
7769700000,-348845
7776900000,-348845
7776900000,-349851
7784100000,-349851
7784100000,-350796
7791300000,-350796
7791300000,-351682
7798500000,-351682
7798500000,-352511
7805700000,-352511
7805700000,-353286
7812900000,-353286
7812900000,-354008
7820100000,-354008
7820100000,-354680
7827300000,-354680
7827300000,-355303
7834500000,-355303
7834500000,-355880
7841700000,-355880
7841700000,-356412
7848900000,-356412
7848900000,-356901
7856100000,-356901
7856100000,-357349
7863300000,-357349
7863300000,-357757
7870500000,-357757
7870500000,-358127
7877700000,-358127
7877700000,-358460
7884900000,-358460
7884900000,-358758
7892100000,-358758
7892100000,-359022
7899300000,-359022
7899300000,-359253
7906500000,-359253
7906500000,-359453
7913700000,-359453
7913700000,-359623
7920900000,-359623
7920900000,-359764
7928100000,-359764
7928100000,-359877
7935300000,-359877
7935300000,-359963
7942500000,-359963
7942500000,-360024
7949700000,-360024
7949700000,-360060
7956900000,-360060
7956900000,-360072
7964100000,-360072
7964100000,-360063
7971300000,-360063
7971300000,-360032
7978500000,-360032
7978500000,-359980
7985700000,-359980
7985700000,-359908
7992900000,-359908
7992900000,-359816
8000100000,-359816
8000100000,-359706
8007300000,-359706
8007300000,-359578
8014500000,-359578
8014500000,-359433
8021700000,-359433
8021700000,-359271
8028900000,-359271
8028900000,-359093
8036100000,-359093
8036100000,-358900
8043300000,-358900
8043300000,-358693
8050500000,-358693
8050500000,-358472
8057700000,-358472
8057700000,-358237
8064900000,-358237
8064900000,-357989
8072100000,-357989
8072100000,-357729
8079300000,-357729
8079300000,-357457
8086500000,-357457
8086500000,-357174
8093700000,-357174
8093700000,-356880
8100900000,-356880
8100900000,-356576
8108100000,-356576
8108100000,-356262
8115300000,-356262
8115300000,-355938
8122500000,-355938
8122500000,-355605
8129700000,-355605
8129700000,-355263
8136900000,-355263
8136900000,-354913
8144100000,-354913
8144100000,-354554
8151300000,-354554
8151300000,-354188
8158500000,-354188
8158500000,-353814
8165700000,-353814
8165700000,-353433
8172900000,-353433
8172900000,-353045
8180100000,-353045
8180100000,-352651
8187300000,-352651
8187300000,-352251
8194500000,-352251
8194500000,-351845
8201700000,-351845
8201700000,-351433
8208900000,-351433
8208900000,-351015
8216100000,-351015
8216100000,-350592
8223300000,-350592
8223300000,-350164
8230500000,-350164
8230500000,-349732
8237700000,-349732
8237700000,-349295
8244900000,-349295
8244900000,-348854
8252100000,-348854
8252100000,-348409
8259300000,-348409
8259300000,-347960
8266500000,-347960
8266500000,-347507
8273700000,-347507
8273700000,-347050
8280900000,-347050
8280900000,-346590
8288100000,-346590
8288100000,-346127
8295300000,-346127
8295300000,-345660
8302500000,-345660
8302500000,-345191
8309700000,-345191
8309700000,-344719
8316900000,-344719
8316900000,-344244
8324100000,-344244
8324100000,-343767
8331300000,-343767
8331300000,-343287
8338500000,-343287
8338500000,-342805
8345700000,-342805
8345700000,-342321
8352900000,-342321
8352900000,-341835
8360100000,-341835
8360100000,-341347
8367300000,-341347
8367300000,-340857
8374500000,-340857
8374500000,-340365
8381700000,-340365
8381700000,-339872
8388900000,-339872
8388900000,-339377
8396100000,-339377
8396100000,-338881
8403300000,-338881
8403300000,-338383
8410500000,-338383
8410500000,-337884
8417700000,-337884
8417700000,-337384
8424900000,-337384
8424900000,-336883
8432100000,-336883
8432100000,-336381
8439300000,-336381
8439300000,-335878
8446500000,-335878
8446500000,-335374
8453700000,-335374
8453700000,-334869
8460900000,-334869
8460900000,-334363
8468100000,-334363
8468100000,-333857
8475300000,-333857
8475300000,-333350
8482500000,-333350
8482500000,-332842
8489700000,-332842
8489700000,-332334
8496900000,-332334
8496900000,-331825
8504100000,-331825
8504100000,-331316
8511300000,-331316
8511300000,-330807
8518500000,-330807
8518500000,-330297
8525700000,-330297
8525700000,-329787
8532900000,-329787
8532900000,-329277
8540100000,-329277
8540100000,-328767
8547300000,-328767
8547300000,-328256
8554500000,-328256
8554500000,-327745
8561700000,-327745
8561700000,-327234
8568900000,-327234
8568900000,-326723
8576100000,-326723
8576100000,-326212
8583300000,-326212
8583300000,-325701
8590500000,-325701
8590500000,-325190
8597700000,-325190
8597700000,-324679
8604900000,-324679
8604900000,-324168
8612100000,-324168
8612100000,-323657
8619300000,-323657
8619300000,-323146
8626500000,-323146
8626500000,-322636
8633700000,-322636
8633700000,-322126
8640900000,-322126
8640900000,-321616
8648100000,-321616
8648100000,-321106
8655300000,-321106
8655300000,-320597
8662500000,-320597
8662500000,-320088
8669700000,-320088
8669700000,-319579
8676900000,-319579
8676900000,-319070
8684100000,-319070
8684100000,-318562
8691300000,-318562
8691300000,-318054
8698500000,-318054
8698500000,-317547
8705700000,-317547
8705700000,-317040
8712900000,-317040
8712900000,-316533
8720100000,-316533
8720100000,-316027
8727300000,-316027
8727300000,-315521
8734500000,-315521
8734500000,-315016
8741700000,-315016
8741700000,-314511
8748900000,-314511
8748900000,-314007
8756100000,-314007
8756100000,-313503
8763300000,-313503
8763300000,-313000
8770500000,-313000
8770500000,-312497
8777700000,-312497
8777700000,-311995
8784900000,-311995
8784900000,-311493
8792100000,-311493
8792100000,-310992
8799300000,-310992
8799300000,-310491
8806500000,-310491
8806500000,-309991
8813700000,-309991
8813700000,-309491
8820900000,-309491
8820900000,-308992
8828100000,-308992
8828100000,-308494
8835300000,-308494
8835300000,-307996
8842500000,-307996
8842500000,-307499
8849700000,-307499
8849700000,-307002
8856900000,-307002
8856900000,-306506
8864100000,-306506
8864100000,-306011
8871300000,-306011
8871300000,-305516
8878500000,-305516
8878500000,-305022
8885700000,-305022
8885700000,-304529
8892900000,-304529
8892900000,-304036
8900100000,-304036
8900100000,-303544
8907300000,-303544
8907300000,-303052
8914500000,-303052
8914500000,-302561
8921700000,-302561
8921700000,-302071
8928900000,-302071
8928900000,-301581
8936100000,-301581
8936100000,-301092
8943300000,-301092
8943300000,-300604
8950500000,-300604
8950500000,-300117
8957700000,-300117
8957700000,-299630
8964900000,-299630
8964900000,-299144
8972100000,-299144
8972100000,-298659
8979300000,-298659
8979300000,-298174
8986500000,-298174
8986500000,-297690
8993700000,-297690
8993700000,-297207
9000900000,-297207
9000900000,-296724
9008100000,-296724
9008100000,-296242
9015300000,-296242
9015300000,-295761
9022500000,-295761
9022500000,-295280
9029700000,-295280
9029700000,-294800
9036900000,-294800
9036900000,-294321
9044100000,-294321
9044100000,-293843
9051300000,-293843
9051300000,-293365
9058500000,-293365
9058500000,-292888
9065700000,-292888
9065700000,-292412
9072900000,-292412
9072900000,-291936
9080100000,-291936
9080100000,-291461
9087300000,-291461
9087300000,-290987
9094500000,-290987
9094500000,-290514
9101700000,-290514
9101700000,-290041
9108900000,-290041
9108900000,-289569
9116100000,-289569
9116100000,-289098
9123300000,-289098
9123300000,-288627
9130500000,-288627
9130500000,-288157
9137700000,-288157
9137700000,-287688
9144900000,-287688
9144900000,-287220
9152100000,-287220
9152100000,-286752
9159300000,-286752
9159300000,-286285
9166500000,-286285
9166500000,-285819
9173700000,-285819
9173700000,-285354
9180900000,-285354
9180900000,-284889
9188100000,-284889
9188100000,-284425
9195300000,-284425
9195300000,-283962
9202500000,-283962
9202500000,-283499
9209700000,-283499
9209700000,-283037
9216900000,-283037
9216900000,-282576
9224100000,-282576
9224100000,-282116
9231300000,-282116
9231300000,-281656
9238500000,-281656
9238500000,-281197
9245700000,-281197
9245700000,-280739
9252900000,-280739
9252900000,-280282
9260100000,-280282
9260100000,-279825
9267300000,-279825
9267300000,-279369
9274500000,-279369
9274500000,-278914
9281700000,-278914
9281700000,-278459
9288900000,-278459
9288900000,-278005
9296100000,-278005
9296100000,-277552
9303300000,-277552
9303300000,-277100
9310500000,-277100
9310500000,-276648
9317700000,-276648
9317700000,-276197
9324900000,-276197
9324900000,-275747
9332100000,-275747
9332100000,-275297
9339300000,-275297
9339300000,-274848
9346500000,-274848
9346500000,-274400
9353700000,-274400
9353700000,-273953
9360900000,-273953
9360900000,-273506
9368100000,-273506
9368100000,-273060
9375300000,-273060
9375300000,-272615
9382500000,-272615
9382500000,-272170
9389700000,-272170
9389700000,-271726
9396900000,-271726
9396900000,-271283
9404100000,-271283
9404100000,-270841
9411300000,-270841
9411300000,-270399
9418500000,-270399
9418500000,-269958
9425700000,-269958
9425700000,-269518
9432900000,-269518
9432900000,-269078
9440100000,-269078
9440100000,-268639
9447300000,-268639
9447300000,-268201
9454500000,-268201
9454500000,-267764
9461700000,-267764
9461700000,-267327
9468900000,-267327
9468900000,-266891
9476100000,-266891
9476100000,-266456
9483300000,-266456
9483300000,-266021
9490500000,-266021
9490500000,-265587
9497700000,-265587
9497700000,-265154
9504900000,-265154
9504900000,-264722
9512100000,-264722
9512100000,-264290
9519300000,-264290
9519300000,-263859
9526500000,-263859
9526500000,-263429
9533700000,-263429
9533700000,-262999
9540900000,-262999
9540900000,-262570
9548100000,-262570
9548100000,-262142
9555300000,-262142
9555300000,-261714
9562500000,-261714
9562500000,-261287
9569700000,-261287
9569700000,-260861
9576900000,-260861
9576900000,-260436
9584100000,-260436
9584100000,-260011
9591300000,-260011
9591300000,-259587
9598500000,-259587
9598500000,-259164
9605700000,-259164
9605700000,-258741
9612900000,-258741
9612900000,-258319
9620100000,-258319
9620100000,-257898
9627300000,-257898
9627300000,-257477
9634500000,-257477
9634500000,-257057
9641700000,-257057
9641700000,-256638
9648900000,-256638
9648900000,-256219
9656100000,-256219
9656100000,-255801
9663300000,-255801
9663300000,-255384
9670500000,-255384
9670500000,-254967
9677700000,-254967
9677700000,-254551
9684900000,-254551
9684900000,-254136
9692100000,-254136
9692100000,-253721
9699300000,-253721
9699300000,-253307
9706500000,-253307
9706500000,-252894
9713700000,-252894
9713700000,-252481
9720900000,-252481
9720900000,-252069
9728100000,-252069
9728100000,-251658
9735300000,-251658
9735300000,-251247
9742500000,-251247
9742500000,-250837
9749700000,-250837
9749700000,-250428
9756900000,-250428
9756900000,-250019
9764100000,-250019
9764100000,-249611
9771300000,-249611
9771300000,-249204
9778500000,-249204
9778500000,-248797
9785700000,-248797
9785700000,-248391
9792900000,-248391
9792900000,-247986
9800100000,-247986
9800100000,-247581
9807300000,-247581
9807300000,-247177
9814500000,-247177
9814500000,-246774
9821700000,-246774
9821700000,-246371
9828900000,-246371
9828900000,-245969
9836100000,-245969
9836100000,-245568
9843300000,-245568
9843300000,-245167
9850500000,-245167
9850500000,-244767
9857700000,-244767
9857700000,-244368
9864900000,-244368
9864900000,-243969
9872100000,-243969
9872100000,-243571
9879300000,-243571
9879300000,-243174
9886500000,-243174
9886500000,-242777
9893700000,-242777
9893700000,-242381
9900900000,-242381
9900900000,-241986
9908100000,-241986
9908100000,-241591
9915300000,-241591
9915300000,-241197
9922500000,-241197
9922500000,-240804
9929700000,-240804
9929700000,-240411
9936900000,-240411
9936900000,-240019
9944100000,-240019
9944100000,-239627
9951300000,-239627
9951300000,-239236
9958500000,-239236
9958500000,-238846
9965700000,-238846
9965700000,-238456
9972900000,-238456
9972900000,-238067
9980100000,-238067
9980100000,-237679
9987300000,-237679
9987300000,-237291
9994500000,-237291
9994500000,-236904
10001700000,-236904
10001700000,-236518
10008900000,-236518
10008900000,-236132
10016100000,-236132
10016100000,-235747
10023300000,-235747
10023300000,-235362
10030500000,-235362
10030500000,-234978
10037700000,-234978
10037700000,-234595
10044900000,-234595
10044900000,-234212
10052100000,-234212
10052100000,-233830
10059300000,-233830
10059300000,-233449
10066500000,-233449
10066500000,-233068
10073700000,-233068
10073700000,-232688
10080900000,-232688
10080900000,-232308
10088100000,-232308
10088100000,-231929
10095300000,-231929
10095300000,-231551
10102500000,-231551
10102500000,-231173
10109700000,-231173
10109700000,-230796
10116900000,-230796
10116900000,-230419
10124100000,-230419
10124100000,-230043
10131300000,-230043
10131300000,-229668
10138500000,-229668
10138500000,-229293
10145700000,-229293
10145700000,-228919
10152900000,-228919
10152900000,-228546
10160100000,-228546
10160100000,-228173
10167300000,-228173
10167300000,-227801
10174500000,-227801
10174500000,-227429
10181700000,-227429
10181700000,-227058
10188900000,-227058
10188900000,-226688
10196100000,-226688
10196100000,-226318
10203300000,-226318
10203300000,-225949
10210500000,-225949
10210500000,-225580
10217700000,-225580
10217700000,-225212
10224900000,-225212
10224900000,-224845
10232100000,-224845
10232100000,-224478
10239300000,-224478
10239300000,-224112
10246500000,-224112
10246500000,-223746
10253700000,-223746
10253700000,-223381
10260900000,-223381
10260900000,-223017
10268100000,-223017
10268100000,-222653
10275300000,-222653
10275300000,-222290
10282500000,-222290
10282500000,-221927
10289700000,-221927
10289700000,-221565
10296900000,-221565
10296900000,-221204
10304100000,-221204
10304100000,-220843
10311300000,-220843
10311300000,-220483
10318500000,-220483
10318500000,-220123
10325700000,-220123
10325700000,-219764
10332900000,-219764
10332900000,-219405
10340100000,-219405
10340100000,-219047
10347300000,-219047
10347300000,-218690
10354500000,-218690
10354500000,-218333
10361700000,-218333
10361700000,-217977
10368900000,-217977
10368900000,-217621
10376100000,-217621
10376100000,-217266
10383300000,-217266
10383300000,-216912
10390500000,-216912
10390500000,-216558
10397700000,-216558
10397700000,-216205
10404900000,-216205
10404900000,-215852
10412100000,-215852
10412100000,-215500
10419300000,-215500
10419300000,-215148
10426500000,-215148
10426500000,-214797
10433700000,-214797
10433700000,-214447
10440900000,-214447
10440900000,-214097
10448100000,-214097
10448100000,-213748
10455300000,-213748
10455300000,-213399
10462500000,-213399
10462500000,-213051
10469700000,-213051
10469700000,-212703
10476900000,-212703
10476900000,-212356
10484100000,-212356
10484100000,-212010
10491300000,-212010
10491300000,-211664
10498500000,-211664
10498500000,-211319
10505700000,-211319
10505700000,-210974
10512900000,-210974
10512900000,-210630
10520100000,-210630
10520100000,-210286
10527300000,-210286
10527300000,-209943
10534500000,-209943
10534500000,-209601
10541700000,-209601
10541700000,-209259
10548900000,-209259
10548900000,-208918
10556100000,-208918
10556100000,-208577
10563300000,-208577
10563300000,-208237
10570500000,-208237
10570500000,-207897
10577700000,-207897
10577700000,-207558
10584900000,-207558
10584900000,-207219
10592100000,-207219
10592100000,-206881
10599300000,-206881
10599300000,-206544
10606500000,-206544
10606500000,-206207
10613700000,-206207
10613700000,-205871
10620900000,-205871
10620900000,-205535
10628100000,-205535
10628100000,-205200
10635300000,-205200
10635300000,-204865
10642500000,-204865
10642500000,-204531
10649700000,-204531
10649700000,-204197
10656900000,-204197
10656900000,-203864
10664100000,-203864
10664100000,-203531
10671300000,-203531
10671300000,-203199
10678500000,-203199
10678500000,-202868
10685700000,-202868
10685700000,-202537
10692900000,-202537
10692900000,-202207
10700100000,-202207
10700100000,-201877
10707300000,-201877
10707300000,-201548
10714500000,-201548
10714500000,-201219
10721700000,-201219
10721700000,-200891
10728900000,-200891
10728900000,-200563
10736100000,-200563
10736100000,-200236
10743300000,-200236
10743300000,-199909
10750500000,-199909
10750500000,-199583
10757700000,-199583
10757700000,-199257
10764900000,-199257
10764900000,-198932
10772100000,-198932
10772100000,-198607
10779300000,-198607
10779300000,-198283
10786500000,-198283
10786500000,-197960
10793700000,-197960
10793700000,-197637
10800900000,-197637
10800900000,-197315
10808100000,-197315
10808100000,-196993
10815300000,-196993
10815300000,-196672
10822500000,-196672
10822500000,-196351
10829700000,-196351
10829700000,-196031
10836900000,-196031
10836900000,-195711
10844100000,-195711
10844100000,-195392
10851300000,-195392
10851300000,-195073
10858500000,-195073
10858500000,-194755
10865700000,-194755
10865700000,-194437
10872900000,-194437
10872900000,-194120
10880100000,-194120
10880100000,-193803
10887300000,-193803
10887300000,-193487
10894500000,-193487
10894500000,-193171
10901700000,-193171
10901700000,-192856
10908900000,-192856
10908900000,-192541
10916100000,-192541
10916100000,-192227
10923300000,-192227
10923300000,-191913
10930500000,-191913
10930500000,-191600
10937700000,-191600
10937700000,-191287
10944900000,-191287
10944900000,-190975
10952100000,-190975
10952100000,-190664
10959300000,-190664
10959300000,-190353
10966500000,-190353
10966500000,-190043
10973700000,-190043
10973700000,-189733
10980900000,-189733
10980900000,-189424
10988100000,-189424
10988100000,-189115
10995300000,-189115
10995300000,-188807
11002500000,-188807
11002500000,-188499
11009700000,-188499
11009700000,-188192
11016900000,-188192
11016900000,-187885
11024100000,-187885
11024100000,-187579
11031300000,-187579
11031300000,-187273
11038500000,-187273
11038500000,-186968
11045700000,-186968
11045700000,-186663
11052900000,-186663
11052900000,-186359
11060100000,-186359
11060100000,-186055
11067300000,-186055
11067300000,-185752
11074500000,-185752
11074500000,-185449
11081700000,-185449
11081700000,-185146
11088900000,-185146
11088900000,-184844
11096100000,-184844
11096100000,-184542
11103300000,-184542
11103300000,-184241
11110500000,-184241
11110500000,-183940
11117700000,-183940
11117700000,-183640
11124900000,-183640
11124900000,-183340
11132100000,-183340
11132100000,-183041
11139300000,-183041
11139300000,-182742
11146500000,-182742
11146500000,-182444
11153700000,-182444
11153700000,-182146
11160900000,-182146
11160900000,-181849
11168100000,-181849
11168100000,-181552
11175300000,-181552
11175300000,-181256
11182500000,-181256
11182500000,-180960
11189700000,-180960
11189700000,-180665
11196900000,-180665
11196900000,-180370
11204100000,-180370
11204100000,-180076
11211300000,-180076
11211300000,-179782
11218500000,-179782
11218500000,-179489
11225700000,-179489
11225700000,-179196
11232900000,-179196
11232900000,-178904
11240100000,-178904
11240100000,-178612
11247300000,-178612
11247300000,-178321
11254500000,-178321
11254500000,-178030
11261700000,-178030
11261700000,-177740
11268900000,-177740
11268900000,-177450
11276100000,-177450
11276100000,-177161
11283300000,-177161
11283300000,-176872
11290500000,-176872
11290500000,-176583
11297700000,-176583
11297700000,-176295
11304900000,-176295
11304900000,-176007
11312100000,-176007
11312100000,-175720
11319300000,-175720
11319300000,-175433
11326500000,-175433
11326500000,-175147
11333700000,-175147
11333700000,-174861
11340900000,-174861
11340900000,-174576
11348100000,-174576
11348100000,-174291
11355300000,-174291
11355300000,-174007
11362500000,-174007
11362500000,-173723
11369700000,-173723
11369700000,-173440
11376900000,-173440
11376900000,-173157
11384100000,-173157
11384100000,-172875
11391300000,-172875
11391300000,-172593
11398500000,-172593
11398500000,-172311
11405700000,-172311
11405700000,-172030
11412900000,-172030
11412900000,-171749
11420100000,-171749
11420100000,-171469
11427300000,-171469
11427300000,-171189
11434500000,-171189
11434500000,-170910
11441700000,-170910
11441700000,-170631
11448900000,-170631
11448900000,-170353
11456100000,-170353
11456100000,-170075
11463300000,-170075
11463300000,-169798
11470500000,-169798
11470500000,-169521
11477700000,-169521
11477700000,-169244
11484900000,-169244
11484900000,-168968
11492100000,-168968
11492100000,-168692
11499300000,-168692
11499300000,-168417
11506500000,-168417
11506500000,-168142
11513700000,-168142
11513700000,-167868
11520900000,-167868
11520900000,-167594
11528100000,-167594
11528100000,-167321
11535300000,-167321
11535300000,-167048
11542500000,-167048
11542500000,-166776
11549700000,-166776
11549700000,-166504
11556900000,-166504
11556900000,-166232
11564100000,-166232
11564100000,-165961
11571300000,-165961
11571300000,-165690
11578500000,-165690
11578500000,-165420
11585700000,-165420
11585700000,-165150
11592900000,-165150
11592900000,-164881
11600100000,-164881
11600100000,-164612
11607300000,-164612
11607300000,-164344
11614500000,-164344
11614500000,-164076
11621700000,-164076
11621700000,-163808
11628900000,-163808
11628900000,-163541
11636100000,-163541
11636100000,-163274
11643300000,-163274
11643300000,-163008
11650500000,-163008
11650500000,-162742
11657700000,-162742
11657700000,-162477
11664900000,-162477
11664900000,-162212
11672100000,-162212
11672100000,-161947
11679300000,-161947
11679300000,-161683
11686500000,-161683
11686500000,-161419
11693700000,-161419
11693700000,-161156
11700900000,-161156
11700900000,-160893
11708100000,-160893
11708100000,-160631
11715300000,-160631
11715300000,-160369
11722500000,-160369
11722500000,-160107
11729700000,-160107
11729700000,-159846
11736900000,-159846
11736900000,-159585
11744100000,-159585
11744100000,-159325
11751300000,-159325
11751300000,-159065
11758500000,-159065
11758500000,-158806
11765700000,-158806
11765700000,-158547
11772900000,-158547
11772900000,-158288
11780100000,-158288
11780100000,-158030
11787300000,-158030
11787300000,-157772
11794500000,-157772
11794500000,-157515
11801700000,-157515
11801700000,-157258
11808900000,-157258
11808900000,-157002
11816100000,-157002
11816100000,-156746
11823300000,-156746
11823300000,-156490
11830500000,-156490
11830500000,-156235
11837700000,-156235
11837700000,-155980
11844900000,-155980
11844900000,-155726
11852100000,-155726
11852100000,-155472
11859300000,-155472
11859300000,-155218
11866500000,-155218
11866500000,-154965
11873700000,-154965
11873700000,-154712
11880900000,-154712
11880900000,-154460
11888100000,-154460
11888100000,-154208
11895300000,-154208
11895300000,-153956
11902500000,-153956
11902500000,-153705
11909700000,-153705
11909700000,-153454
11916900000,-153454
11916900000,-153204
11924100000,-153204
11924100000,-152954
11931300000,-152954
11931300000,-152705
11938500000,-152705
11938500000,-152456
11945700000,-152456
11945700000,-152207
11952900000,-152207
11952900000,-151959
11960100000,-151959
11960100000,-151711
11967300000,-151711
11967300000,-151464
11974500000,-151464
11974500000,-151217
11981700000,-151217
11981700000,-150970
11988900000,-150970
11988900000,-150724
11996100000,-150724
11996100000,-150478
12003300000,-150478
12003300000,-150233
12010500000,-150233
12010500000,-149988
12017700000,-149988
12017700000,-149743
12024900000,-149743
12024900000,-149499
12032100000,-149499
12032100000,-149255
12039300000,-149255
12039300000,-149012
12046500000,-149012
12046500000,-148769
12053700000,-148769
12053700000,-148526
12060900000,-148526
12060900000,-148284
12068100000,-148284
12068100000,-148042
12075300000,-148042
12075300000,-147801
12082500000,-147801
12082500000,-147560
12089700000,-147560
12089700000,-147319
12096900000,-147319
12096900000,-147079
12104100000,-147079
12104100000,-146839
12111300000,-146839
12111300000,-146599
12118500000,-146599
12118500000,-146360
12125700000,-146360
12125700000,-146121
