time,pid_tb.proportional[31:0]
6437100000,8160
6444300000,8160
6444300000,8150
6451500000,8150
6451500000,8140
6458700000,8140
6458700000,8120
6465900000,8120
6465900000,8110
6473100000,8110
6473100000,8100
6480300000,8100
6480300000,8080
6487500000,8080
6487500000,8070
6494700000,8070
6494700000,8060
6501900000,8060
6501900000,8040
6509100000,8040
6509100000,8030
6516300000,8030
6516300000,8020
6523500000,8020
6523500000,8000
6530700000,8000
6530700000,7990
6537900000,7990
6537900000,7980
6545100000,7980
6545100000,7970
6552300000,7970
6552300000,7950
6559500000,7950
6559500000,7940
6566700000,7940
6566700000,7930
6573900000,7930
6573900000,7910
6581100000,7910
6581100000,7900
6588300000,7900
6588300000,7890
6595500000,7890
6595500000,7870
6602700000,7870
6602700000,7860
6609900000,7860
6609900000,7850
6617100000,7850
6617100000,7840
6624300000,7840
6624300000,7820
6631500000,7820
6631500000,7810
6638700000,7810
6638700000,7800
6645900000,7800
6645900000,7790
6653100000,7790
6653100000,7770
6660300000,7770
6660300000,7760
6667500000,7760
6667500000,7750
6674700000,7750
6674700000,7730
6681900000,7730
6681900000,7720
6689100000,7720
6689100000,7710
6696300000,7710
6696300000,7700
6703500000,7700
6703500000,7680
6710700000,7680
6710700000,7670
6717900000,7670
6717900000,7660
6725100000,7660
6725100000,7650
6732300000,7650
6732300000,7630
6739500000,7630
6739500000,7620
6746700000,7620
6746700000,7610
6753900000,7610
6753900000,7600
6761100000,7600
6761100000,7580
6768300000,7580
6768300000,7570
6775500000,7570
6775500000,7560
6782700000,7560
6782700000,7550
6789900000,7550
6789900000,7540
6797100000,7540
6797100000,7520
6804300000,7520
6804300000,7510
6811500000,7510
6811500000,7500
6818700000,7500
6818700000,7490
6825900000,7490
6825900000,7470
6833100000,7470
6833100000,7460
6840300000,7460
6840300000,7450
6847500000,7450
6847500000,7440
6854700000,7440
6854700000,7430
6861900000,7430
6861900000,7410
6869100000,7410
6869100000,7400
6876300000,7400
6876300000,7390
6883500000,7390
6883500000,7380
6890700000,7380
6890700000,7370
6897900000,7370
6897900000,7350
6905100000,7350
6905100000,7340
6912300000,7340
6912300000,7330
6919500000,7330
6919500000,7320
6926700000,7320
6926700000,7310
6933900000,7310
6933900000,7290
6941100000,7290
6941100000,7280
6948300000,7280
6948300000,7270
6955500000,7270
6955500000,7260
6962700000,7260
6962700000,7250
6969900000,7250
6969900000,7230
6977100000,7230
6977100000,7220
6984300000,7220
6984300000,7210
6991500000,7210
6991500000,7200
6998700000,7200
6998700000,7190
7005900000,7190
7005900000,7180
7013100000,7180
7013100000,7160
7020300000,7160
7020300000,7150
7027500000,7150
7027500000,7140
7034700000,7140
7034700000,7130
7041900000,7130
7041900000,7120
7049100000,7120
7049100000,7110
7056300000,7110
7056300000,7090
7063500000,7090
7063500000,7080
7070700000,7080
7070700000,7070
7077900000,7070
7077900000,7060
7085100000,7060
7085100000,7050
7092300000,7050
7092300000,7040
7099500000,7040
7099500000,7030
7106700000,7030
7106700000,7010
7113900000,7010
7113900000,7000
7121100000,7000
7121100000,6990
7128300000,6990
7128300000,6980
7135500000,6980
7135500000,6970
7142700000,6970
7142700000,6960
7149900000,6960
7149900000,6950
7157100000,6950
7157100000,6930
7164300000,6930
7164300000,6920
7171500000,6920
7171500000,6910
7178700000,6910
7178700000,6900
7185900000,6900
7185900000,6890
7193100000,6890
7193100000,6880
7200300000,6880
7200300000,6870
7207500000,6870
7207500000,6860
7214700000,6860
7214700000,6840
7221900000,6840
7221900000,-1246280
7229100000,-1246280
7229100000,-1247540
7236300000,-1247540
7236300000,-1248800
7243500000,-1248800
7243500000,-1122720
7250700000,-1122720
7250700000,-1074750
7257900000,-1074750
7257900000,-1026660
7265100000,-1026660
7265100000,-991380
7272300000,-991380
7272300000,-953030
7279500000,-953030
7279500000,-916500
7286700000,-916500
7286700000,-880490
7293900000,-880490
7293900000,-846110
7301100000,-846110
7301100000,-812990
7308300000,-812990
7308300000,-781190
7315500000,-781190
7315500000,-750570
7322700000,-750570
7322700000,-721130
7329900000,-721130
7329900000,-692790
7337100000,-692790
7337100000,-665530
7344300000,-665530
7344300000,-639310
7351500000,-639310
7351500000,-614070
7358700000,-614070
7358700000,-589800
7365900000,-589800
7365900000,-566450
7373100000,-566450
7373100000,-543980
7380300000,-543980
7380300000,-522370
7387500000,-522370
7387500000,-501570
7394700000,-501570
7394700000,-481570
7401900000,-481570
7401900000,-462320
7409100000,-462320
7409100000,-443800
7416300000,-443800
7416300000,-425990
7423500000,-425990
7423500000,-408850
7430700000,-408850
7430700000,-392370
7437900000,-392370
7437900000,-376510
7445100000,-376510
7445100000,-361250
7452300000,-361250
7452300000,-346570
7459500000,-346570
7459500000,-332450
7466700000,-332450
7466700000,-318860
7473900000,-318860
7473900000,-305790
7481100000,-305790
7481100000,-293220
7488300000,-293220
7488300000,-281130
7495500000,-281130
7495500000,-269490
7502700000,-269490
7502700000,-258300
7509900000,-258300
7509900000,-247530
7517100000,-247530
7517100000,-237170
7524300000,-237170
7524300000,-227210
7531500000,-227210
7531500000,-217620
7538700000,-217620
7538700000,-208400
7545900000,-208400
7545900000,-199530
7553100000,-199530
7553100000,-191000
7560300000,-191000
7560300000,-182790
7567500000,-182790
7567500000,-174890
7574700000,-174890
7574700000,-167300
7581900000,-167300
7581900000,-159990
7589100000,-159990
7589100000,-152960
7596300000,-152960
7596300000,-146200
7603500000,-146200
7603500000,-139700
7610700000,-139700
7610700000,-133450
7617900000,-133450
7617900000,-127430
7625100000,-127430
7625100000,-121640
7632300000,-121640
7632300000,-116080
7639500000,-116080
7639500000,-110720
7646700000,-110720
7646700000,-105580
7653900000,-105580
7653900000,-100620
7661100000,-100620
7661100000,-95860
7668300000,-95860
7668300000,-91280
7675500000,-91280
7675500000,-86870
7682700000,-86870
7682700000,-82630
7689900000,-82630
7689900000,-78550
7697100000,-78550
7697100000,-74630
7704300000,-74630
7704300000,-70860
7711500000,-70860
7711500000,-67240
7718700000,-67240
7718700000,-63750
7725900000,-63750
7725900000,-60390
7733100000,-60390
7733100000,-57170
7740300000,-57170
7740300000,-54070
7747500000,-54070
7747500000,-51080
7754700000,-51080
7754700000,-48220
7761900000,-48220
7761900000,-45460
7769100000,-45460
7769100000,-42810
7776300000,-42810
7776300000,-40260
7783500000,-40260
7783500000,-37800
7790700000,-37800
7790700000,-35450
7797900000,-35450
7797900000,-33180
7805100000,-33180
7805100000,-31000
7812300000,-31000
7812300000,-28900
7819500000,-28900
7819500000,-26890
7826700000,-26890
7826700000,-24950
7833900000,-24950
7833900000,-23090
7841100000,-23090
7841100000,-21300
7848300000,-21300
7848300000,-19580
7855500000,-19580
7855500000,-17930
7862700000,-17930
7862700000,-16340
7869900000,-16340
7869900000,-14810
7877100000,-14810
7877100000,-13340
7884300000,-13340
7884300000,-11930
7891500000,-11930
7891500000,-10570
7898700000,-10570
7898700000,-9270
7905900000,-9270
7905900000,-8010
7913100000,-8010
7913100000,-6810
7920300000,-6810
7920300000,-5650
7927500000,-5650
7927500000,-4540
7934700000,-4540
7934700000,-3470
7941900000,-3470
7941900000,-2440
7949100000,-2440
7949100000,-1460
7956300000,-1460
7956300000,-510
7963500000,-510
7963500000,390
7970700000,390
7970700000,1260
7977900000,1260
7977900000,2100
7985100000,2100
7985100000,2910
7992300000,2910
7992300000,3690
7999500000,3690
7999500000,4430
8006700000,4430
8006700000,5140
8013900000,5140
8013900000,5830
8021100000,5830
8021100000,6490
8028300000,6490
8028300000,7120
8035500000,7120
8035500000,7730
8042700000,7730
8042700000,8310
8049900000,8310
8049900000,8870
8057100000,8870
8057100000,9400
8064300000,9400
8064300000,9920
8071500000,9920
8071500000,10410
8078700000,10410
8078700000,10890
8085900000,10890
8085900000,11340
8093100000,11340
8093100000,11770
8100300000,11770
8100300000,12190
8107500000,12190
8107500000,12590
8114700000,12590
8114700000,12980
8121900000,12980
8121900000,13340
8129100000,13340
8129100000,13700
8136300000,13700
8136300000,14030
8143500000,14030
8143500000,14360
8150700000,14360
8150700000,14670
8157900000,14670
8157900000,14970
8165100000,14970
8165100000,15250
8172300000,15250
8172300000,15520
8179500000,15520
8179500000,15780
8186700000,15780
8186700000,16030
8193900000,16030
8193900000,16270
8201100000,16270
8201100000,16500
8208300000,16500
8208300000,16720
8215500000,16720
8215500000,16920
8222700000,16920
8222700000,17120
8229900000,17120
8229900000,17310
8237100000,17310
8237100000,17490
8244300000,17490
8244300000,17670
8251500000,17670
8251500000,17830
8258700000,17830
8258700000,17990
8265900000,17990
8265900000,18140
8273100000,18140
8273100000,18290
8280300000,18290
8280300000,18420
8287500000,18420
8287500000,18550
8294700000,18550
8294700000,18680
8301900000,18680
8301900000,18790
8309100000,18790
8309100000,18910
8316300000,18910
8316300000,19010
8323500000,19010
8323500000,19110
8330700000,19110
8330700000,19210
8337900000,19210
8337900000,19300
8345100000,19300
8345100000,19390
8352300000,19390
8352300000,19470
8359500000,19470
8359500000,19540
8366700000,19540
8366700000,19620
8373900000,19620
8373900000,19680
8381100000,19680
8381100000,19750
8388300000,19750
8388300000,19810
8395500000,19810
8395500000,19870
8402700000,19870
8402700000,19920
8409900000,19920
8409900000,19970
8417100000,19970
8417100000,20020
8424300000,20020
8424300000,20060
8431500000,20060
8431500000,20110
8438700000,20110
8438700000,20140
8445900000,20140
8445900000,20180
8453100000,20180
8453100000,20210
8460300000,20210
8460300000,20240
8467500000,20240
8467500000,20270
8474700000,20270
8474700000,20300
8481900000,20300
8481900000,20320
8489100000,20320
8489100000,20340
8496300000,20340
8496300000,20360
8503500000,20360
8503500000,20380
8510700000,20380
8510700000,20390
8517900000,20390
8517900000,20400
8525100000,20400
8525100000,20420
8532300000,20420
8532300000,20430
8546700000,20430
8546700000,20440
8553900000,20440
8553900000,20450
8611500000,20450
8611500000,20440
8625900000,20440
8625900000,20430
8633100000,20430
8633100000,20420
8640300000,20420
8640300000,20410
8647500000,20410
8647500000,20400
8654700000,20400
8654700000,20390
8661900000,20390
8661900000,20380
8669100000,20380
8669100000,20370
8676300000,20370
8676300000,20360
8683500000,20360
8683500000,20340
8690700000,20340
8690700000,20330
8697900000,20330
8697900000,20310
8705100000,20310
8705100000,20300
8712300000,20300
8712300000,20280
8719500000,20280
8719500000,20270
8726700000,20270
8726700000,20250
8733900000,20250
8733900000,20230
8741100000,20230
8741100000,20210
8748300000,20210
8748300000,20190
8755500000,20190
8755500000,20170
8762700000,20170
8762700000,20150
8769900000,20150
8769900000,20130
8777100000,20130
8777100000,20110
8784300000,20110
8784300000,20090
8791500000,20090
8791500000,20070
8798700000,20070
8798700000,20040
8805900000,20040
8805900000,20020
8813100000,20020
8813100000,20000
8820300000,20000
8820300000,19980
8827500000,19980
8827500000,19950
8834700000,19950
8834700000,19930
8841900000,19930
8841900000,19900
8849100000,19900
8849100000,19880
8856300000,19880
8856300000,19850
8863500000,19850
8863500000,19830
8870700000,19830
8870700000,19800
8877900000,19800
8877900000,19780
8885100000,19780
8885100000,19750
8892300000,19750
8892300000,19730
8899500000,19730
8899500000,19700
8906700000,19700
8906700000,19680
8913900000,19680
8913900000,19650
8921100000,19650
8921100000,19620
8928300000,19620
8928300000,19600
8935500000,19600
8935500000,19570
8942700000,19570
8942700000,19540
8949900000,19540
8949900000,19510
8957100000,19510
8957100000,19490
8964300000,19490
8964300000,19460
8971500000,19460
8971500000,19430
8978700000,19430
8978700000,19400
8985900000,19400
8985900000,19380
8993100000,19380
8993100000,19350
9000300000,19350
9000300000,19320
9007500000,19320
9007500000,19290
9014700000,19290
9014700000,19270
9021900000,19270
9021900000,19240
9029100000,19240
9029100000,19210
9036300000,19210
9036300000,19180
9043500000,19180
9043500000,19150
9050700000,19150
9050700000,19120
9057900000,19120
9057900000,19090
9065100000,19090
9065100000,19070
9072300000,19070
9072300000,19040
9079500000,19040
9079500000,19010
9086700000,19010
9086700000,18980
9093900000,18980
9093900000,18950
9101100000,18950
9101100000,18920
9108300000,18920
9108300000,18890
9115500000,18890
9115500000,18860
9122700000,18860
9122700000,18840
9129900000,18840
9129900000,18810
9137100000,18810
9137100000,18780
9144300000,18780
9144300000,18750
9151500000,18750
9151500000,18720
9158700000,18720
9158700000,18690
9165900000,18690
9165900000,18660
9173100000,18660
9173100000,18630
9180300000,18630
9180300000,18600
9187500000,18600
9187500000,18570
9194700000,18570
9194700000,18550
9201900000,18550
9201900000,18520
9209100000,18520
9209100000,18490
9216300000,18490
9216300000,18460
9223500000,18460
9223500000,18430
9230700000,18430
9230700000,18400
9237900000,18400
9237900000,18370
9245100000,18370
9245100000,18340
9252300000,18340
9252300000,18310
9259500000,18310
9259500000,18280
9266700000,18280
9266700000,18260
9273900000,18260
9273900000,18230
9281100000,18230
9281100000,18200
9288300000,18200
9288300000,18170
9295500000,18170
9295500000,18140
9302700000,18140
9302700000,18110
9309900000,18110
9309900000,18080
9317100000,18080
9317100000,18050
9324300000,18050
9324300000,18030
9331500000,18030
9331500000,18000
9338700000,18000
9338700000,17970
9345900000,17970
9345900000,17940
9353100000,17940
9353100000,17910
9360300000,17910
9360300000,17880
9367500000,17880
9367500000,17850
9374700000,17850
9374700000,17820
9381900000,17820
9381900000,17800
9389100000,17800
9389100000,17770
9396300000,17770
9396300000,17740
9403500000,17740
9403500000,17710
9410700000,17710
9410700000,17680
9417900000,17680
9417900000,17650
9425100000,17650
9425100000,17620
9432300000,17620
9432300000,17600
9439500000,17600
9439500000,17570
9446700000,17570
9446700000,17540
9453900000,17540
9453900000,17510
9461100000,17510
9461100000,17480
9468300000,17480
9468300000,17450
9475500000,17450
9475500000,17430
9482700000,17430
9482700000,17400
9489900000,17400
9489900000,17370
9497100000,17370
9497100000,17340
9504300000,17340
9504300000,17310
9511500000,17310
9511500000,17290
9518700000,17290
9518700000,17260
9525900000,17260
9525900000,17230
9533100000,17230
9533100000,17200
9540300000,17200
9540300000,17170
9547500000,17170
9547500000,17150
9554700000,17150
9554700000,17120
9561900000,17120
9561900000,17090
9569100000,17090
9569100000,17060
9576300000,17060
9576300000,17030
9583500000,17030
9583500000,17010
9590700000,17010
9590700000,16980
9597900000,16980
9597900000,16950
9605100000,16950
9605100000,16920
9612300000,16920
9612300000,16900
9619500000,16900
9619500000,16870
9626700000,16870
9626700000,16840
9633900000,16840
9633900000,16810
9641100000,16810
9641100000,16790
9648300000,16790
9648300000,16760
9655500000,16760
9655500000,16730
9662700000,16730
9662700000,16710
9669900000,16710
9669900000,16680
9677100000,16680
9677100000,16650
9684300000,16650
9684300000,16620
9691500000,16620
9691500000,16600
9698700000,16600
9698700000,16570
9705900000,16570
9705900000,16540
9713100000,16540
9713100000,16520
9720300000,16520
9720300000,16490
9727500000,16490
9727500000,16460
9734700000,16460
9734700000,16440
9741900000,16440
9741900000,16410
9749100000,16410
9749100000,16380
9756300000,16380
9756300000,16360
9763500000,16360
9763500000,16330
9770700000,16330
9770700000,16300
9777900000,16300
9777900000,16280
9785100000,16280
9785100000,16250
9792300000,16250
9792300000,16220
9799500000,16220
9799500000,16200
9806700000,16200
9806700000,16170
9813900000,16170
9813900000,16140
9821100000,16140
9821100000,16120
9828300000,16120
9828300000,16090
9835500000,16090
9835500000,16070
9842700000,16070
9842700000,16040
9849900000,16040
9849900000,16010
9857100000,16010
9857100000,15990
9864300000,15990
9864300000,15960
9871500000,15960
9871500000,15940
9878700000,15940
9878700000,15910
9885900000,15910
9885900000,15880
9893100000,15880
9893100000,15860
9900300000,15860
9900300000,15830
9907500000,15830
9907500000,15810
9914700000,15810
9914700000,15780
9921900000,15780
9921900000,15750
9929100000,15750
9929100000,15730
9936300000,15730
9936300000,15700
9943500000,15700
9943500000,15680
9950700000,15680
9950700000,15650
9957900000,15650
9957900000,15630
9965100000,15630
9965100000,15600
9972300000,15600
9972300000,15580
9979500000,15580
9979500000,15550
9986700000,15550
9986700000,15520
9993900000,15520
9993900000,15500
10001100000,15500
10001100000,15470
10008300000,15470
10008300000,15450
10015500000,15450
10015500000,15420
10022700000,15420
10022700000,15400
10029900000,15400
10029900000,15370
10037100000,15370
10037100000,15350
10044300000,15350
10044300000,15320
10051500000,15320
10051500000,15300
10058700000,15300
10058700000,15270
10065900000,15270
10065900000,15250
10073100000,15250
10073100000,15220
10080300000,15220
10080300000,15200
10087500000,15200
10087500000,15170
10094700000,15170
10094700000,15150
10101900000,15150
10101900000,15130
10109100000,15130
10109100000,15100
10116300000,15100
10116300000,15080
10123500000,15080
10123500000,15050
10130700000,15050
10130700000,15030
10137900000,15030
10137900000,15000
10145100000,15000
10145100000,14980
10152300000,14980
10152300000,14950
10159500000,14950
10159500000,14930
10166700000,14930
10166700000,14910
10173900000,14910
10173900000,14880
10181100000,14880
10181100000,14860
10188300000,14860
10188300000,14830
10195500000,14830
10195500000,14810
10202700000,14810
10202700000,14780
10209900000,14780
10209900000,14760
10217100000,14760
10217100000,14740
10224300000,14740
10224300000,14710
10231500000,14710
10231500000,14690
10238700000,14690
10238700000,14660
10245900000,14660
10245900000,14640
10253100000,14640
10253100000,14620
10260300000,14620
10260300000,14590
10267500000,14590
10267500000,14570
10274700000,14570
10274700000,14540
10281900000,14540
10281900000,14520
10289100000,14520
10289100000,14500
10296300000,14500
10296300000,14470
10303500000,14470
10303500000,14450
10310700000,14450
10310700000,14430
10317900000,14430
10317900000,14400
10325100000,14400
10325100000,14380
10332300000,14380
10332300000,14360
10339500000,14360
10339500000,14330
10346700000,14330
10346700000,14310
10353900000,14310
10353900000,14290
10361100000,14290
10361100000,14260
10368300000,14260
10368300000,14240
10375500000,14240
10375500000,14220
10382700000,14220
10382700000,14190
10389900000,14190
10389900000,14170
10397100000,14170
10397100000,14150
10404300000,14150
10404300000,14120
10411500000,14120
10411500000,14100
10418700000,14100
10418700000,14080
10425900000,14080
10425900000,14050
10433100000,14050
10433100000,14030
10440300000,14030
10440300000,14010
10447500000,14010
10447500000,13990
10454700000,13990
10454700000,13960
10461900000,13960
10461900000,13940
10469100000,13940
10469100000,13920
10476300000,13920
10476300000,13890
10483500000,13890
10483500000,13870
10490700000,13870
10490700000,13850
10497900000,13850
10497900000,13830
10505100000,13830
10505100000,13800
10512300000,13800
10512300000,13780
10519500000,13780
10519500000,13760
10526700000,13760
10526700000,13740
10533900000,13740
10533900000,13710
10541100000,13710
10541100000,13690
10548300000,13690
10548300000,13670
10555500000,13670
10555500000,13650
10562700000,13650
10562700000,13630
10569900000,13630
10569900000,13600
10577100000,13600
10577100000,13580
10584300000,13580
10584300000,13560
10591500000,13560
10591500000,13540
10598700000,13540
10598700000,13510
10605900000,13510
10605900000,13490
10613100000,13490
10613100000,13470
10620300000,13470
10620300000,13450
10627500000,13450
10627500000,13430
10634700000,13430
10634700000,13410
10641900000,13410
10641900000,13380
10649100000,13380
10649100000,13360
10656300000,13360
10656300000,13340
10663500000,13340
10663500000,13320
10670700000,13320
10670700000,13300
10677900000,13300
10677900000,13270
10685100000,13270
10685100000,13250
10692300000,13250
10692300000,13230
10699500000,13230
10699500000,13210
10706700000,13210
10706700000,13190
10713900000,13190
10713900000,13170
10721100000,13170
10721100000,13150
10728300000,13150
10728300000,13120
10735500000,13120
10735500000,13100
10742700000,13100
10742700000,13080
10749900000,13080
10749900000,13060
10757100000,13060
10757100000,13040
10764300000,13040
10764300000,13020
10771500000,13020
10771500000,13000
10778700000,13000
10778700000,12970
10785900000,12970
10785900000,12950
10793100000,12950
10793100000,12930
10800300000,12930
10800300000,12910
10807500000,12910
10807500000,12890
10814700000,12890
10814700000,12870
10821900000,12870
10821900000,12850
10829100000,12850
10829100000,12830
10836300000,12830
10836300000,12810
10843500000,12810
10843500000,12790
10850700000,12790
10850700000,12760
10857900000,12760
10857900000,12740
10865100000,12740
10865100000,12720
10872300000,12720
10872300000,12700
10879500000,12700
10879500000,12680
10886700000,12680
10886700000,12660
10893900000,12660
10893900000,12640
10901100000,12640
10901100000,12620
10908300000,12620
10908300000,12600
10915500000,12600
10915500000,12580
10922700000,12580
10922700000,12560
10929900000,12560
10929900000,12540
10937100000,12540
10937100000,12520
10944300000,12520
10944300000,12490
10951500000,12490
10951500000,12470
10958700000,12470
10958700000,12450
10965900000,12450
10965900000,12430
10973100000,12430
10973100000,12410
10980300000,12410
10980300000,12390
10987500000,12390
10987500000,12370
10994700000,12370
10994700000,12350
11001900000,12350
11001900000,12330
11009100000,12330
11009100000,12310
11016300000,12310
11016300000,12290
11023500000,12290
11023500000,12270
11030700000,12270
11030700000,12250
11037900000,12250
11037900000,12230
11045100000,12230
11045100000,12210
11052300000,12210
11052300000,12190
11059500000,12190
11059500000,12170
11066700000,12170
11066700000,12150
11073900000,12150
11073900000,12130
11081100000,12130
11081100000,12120
11088300000,12120
11088300000,12100
11095500000,12100
11095500000,12080
11102700000,12080
11102700000,12060
11109900000,12060
11109900000,12040
11117100000,12040
11117100000,12020
11124300000,12020
11124300000,12000
11131500000,12000
11131500000,11980
11138700000,11980
11138700000,11960
11145900000,11960
11145900000,11940
11153100000,11940
11153100000,11920
11160300000,11920
11160300000,11900
11167500000,11900
11167500000,11880
11174700000,11880
11174700000,11860
11181900000,11860
11181900000,11840
11189100000,11840
11189100000,11820
11196300000,11820
11196300000,11800
11203500000,11800
11203500000,11780
11210700000,11780
11210700000,11760
11217900000,11760
11217900000,11750
11225100000,11750
11225100000,11730
11232300000,11730
11232300000,11710
11239500000,11710
11239500000,11690
11246700000,11690
11246700000,11670
11253900000,11670
11253900000,11650
11261100000,11650
11261100000,11630
11268300000,11630
11268300000,11610
11275500000,11610
11275500000,11590
11282700000,11590
11282700000,11570
11289900000,11570
11289900000,11560
11297100000,11560
11297100000,11540
11304300000,11540
11304300000,11520
11311500000,11520
11311500000,11500
11318700000,11500
11318700000,11480
11325900000,11480
11325900000,11460
11333100000,11460
11333100000,11440
11340300000,11440
11340300000,11420
11347500000,11420
11347500000,11410
11354700000,11410
11354700000,11390
11361900000,11390
11361900000,11370
11369100000,11370
11369100000,11350
11376300000,11350
11376300000,11330
11383500000,11330
11383500000,11310
11390700000,11310
11390700000,11290
11397900000,11290
11397900000,11280
11405100000,11280
11405100000,11260
11412300000,11260
11412300000,11240
11419500000,11240
11419500000,11220
11426700000,11220
11426700000,11200
11433900000,11200
11433900000,11180
11441100000,11180
11441100000,11170
11448300000,11170
11448300000,11150
11455500000,11150
11455500000,11130
11462700000,11130
11462700000,11110
11469900000,11110
11469900000,11090
11477100000,11090
11477100000,11080
11484300000,11080
11484300000,11060
11491500000,11060
11491500000,11040
11498700000,11040
11498700000,11020
11505900000,11020
11505900000,11000
11513100000,11000
11513100000,10990
11520300000,10990
11520300000,10970
11527500000,10970
11527500000,10950
11534700000,10950
11534700000,10930
11541900000,10930
11541900000,10910
11549100000,10910
11549100000,10900
11556300000,10900
11556300000,10880
11563500000,10880
11563500000,10860
11570700000,10860
11570700000,10840
11577900000,10840
11577900000,10820
11585100000,10820
11585100000,10810
11592300000,10810
11592300000,10790
11599500000,10790
11599500000,10770
11606700000,10770
11606700000,10750
11613900000,10750
11613900000,10740
11621100000,10740
11621100000,10720
11628300000,10720
11628300000,10700
11635500000,10700
11635500000,10680
11642700000,10680
11642700000,10670
11649900000,10670
11649900000,10650
11657100000,10650
11657100000,10630
11664300000,10630
11664300000,10620
11671500000,10620
11671500000,10600
11678700000,10600
11678700000,10580
11685900000,10580
11685900000,10560
11693100000,10560
11693100000,10550
11700300000,10550
11700300000,10530
11707500000,10530
11707500000,10510
11714700000,10510
11714700000,10490
11721900000,10490
11721900000,10480
11729100000,10480
11729100000,10460
11736300000,10460
11736300000,10440
11743500000,10440
11743500000,10430
11750700000,10430
11750700000,10410
11757900000,10410
11757900000,10390
11765100000,10390
11765100000,10380
11772300000,10380
11772300000,10360
11779500000,10360
11779500000,10340
11786700000,10340
11786700000,10330
11793900000,10330
11793900000,10310
11801100000,10310
11801100000,10290
11808300000,10290
11808300000,10270
11815500000,10270
11815500000,10260
11822700000,10260
11822700000,10240
11829900000,10240
11829900000,10220
11837100000,10220
11837100000,10210
11844300000,10210
11844300000,10190
11851500000,10190
11851500000,10170
11858700000,10170
11858700000,10160
11865900000,10160
11865900000,10140
11873100000,10140
11873100000,10130
11880300000,10130
11880300000,10110
11887500000,10110
11887500000,10090
11894700000,10090
11894700000,10080
11901900000,10080
11901900000,10060
11909100000,10060
11909100000,10040
11916300000,10040
11916300000,10030
11923500000,10030
11923500000,10010
11930700000,10010
11930700000,9990
11937900000,9990
11937900000,9980
11945100000,9980
11945100000,9960
11952300000,9960
11952300000,9950
11959500000,9950
11959500000,9930
11966700000,9930
11966700000,9910
11973900000,9910
11973900000,9900
11981100000,9900
11981100000,9880
11988300000,9880
11988300000,9860
11995500000,9860
11995500000,9850
12002700000,9850
12002700000,9830
12009900000,9830
12009900000,9820
12017100000,9820
12017100000,9800
12024300000,9800
12024300000,9780
12031500000,9780
12031500000,9770
12038700000,9770
12038700000,9750
12045900000,9750
12045900000,9740
12053100000,9740
12053100000,9720
12060300000,9720
12060300000,9710
12067500000,9710
12067500000,9690
12074700000,9690
12074700000,9670
12081900000,9670
12081900000,9660
12089100000,9660
12089100000,9640
12096300000,9640
12096300000,9630
12103500000,9630
12103500000,9610
12110700000,9610
12110700000,9600
12117900000,9600
12117900000,9580
12125100000,9580
12125100000,9560
12132300000,9560
12132300000,9550
12139500000,9550
12139500000,9530
12146700000,9530
12146700000,9520
12153900000,9520
12153900000,9500
12161100000,9500
12161100000,9490
12168300000,9490
12168300000,9470
12175500000,9470
12175500000,9450
12182700000,9450
12182700000,9440
12189900000,9440
12189900000,9420
12197100000,9420
12197100000,9410
12204300000,9410
12204300000,9390
12211500000,9390
12211500000,9380
12218700000,9380
12218700000,9360
12225900000,9360
12225900000,9350
12233100000,9350
12233100000,9330
12240300000,9330
12240300000,9320
12247500000,9320
12247500000,9300
12254700000,9300
12254700000,9290
12261900000,9290
12261900000,9270
12269100000,9270
12269100000,9260
12276300000,9260
12276300000,9240
12283500000,9240
12283500000,9230
12290700000,9230
12290700000,9210
12297900000,9210
12297900000,9200
12305100000,9200
12305100000,9180
12312300000,9180
12312300000,9170
12319500000,9170
12319500000,9150
12326700000,9150
12326700000,9140
12333900000,9140
12333900000,9120
12341100000,9120
12341100000,9110
12348300000,9110
12348300000,9090
12355500000,9090
12355500000,9080
12362700000,9080
12362700000,9060
12369900000,9060
12369900000,9050
12377100000,9050
12377100000,9030
12384300000,9030
12384300000,9020
12391500000,9020
12391500000,9000
12398700000,9000
12398700000,8990
12405900000,8990
12405900000,8970
12413100000,8970
12413100000,8960
12420300000,8960
12420300000,8940
12427500000,8940
12427500000,8930
12434700000,8930
12434700000,8920
12441900000,8920
12441900000,8900
12449100000,8900
12449100000,8890
12456300000,8890
12456300000,8870
12463500000,8870
12463500000,8860
12470700000,8860
12470700000,8840
12477900000,8840
12477900000,8830
12485100000,8830
12485100000,8810
12492300000,8810
12492300000,8800
12499500000,8800
12499500000,8790
12506700000,8790
12506700000,8770
12513900000,8770
12513900000,8760
12521100000,8760
12521100000,8740
12528300000,8740
12528300000,8730
12535500000,8730
12535500000,8710
12542700000,8710
12542700000,8700
12549900000,8700
12549900000,8690
12557100000,8690
12557100000,8670
12564300000,8670
12564300000,8660
12571500000,8660
12571500000,8640
12578700000,8640
12578700000,8630
12585900000,8630
12585900000,8610
12593100000,8610
12593100000,8600
12600300000,8600
12600300000,8590
12607500000,8590
12607500000,8570
12614700000,8570
12614700000,8560
12621900000,8560
12621900000,8550
12629100000,8550
12629100000,8530
12636300000,8530
12636300000,8520
12643500000,8520
12643500000,8500
12650700000,8500
12650700000,8490
12657900000,8490
12657900000,8480
12665100000,8480
12665100000,8460
12672300000,8460
12672300000,8450
12679500000,8450
12679500000,8440
12686700000,8440
12686700000,8420
12693900000,8420
12693900000,8410
