time,pid_tb.setpoint[31:0]
6020300000,1673000
6020300000,1675000
6027500000,1675000
6027500000,1677000
6034700000,1677000
6034700000,1679000
6041900000,1679000
6041900000,1681000
6049100000,1681000
6049100000,1683000
6056300000,1683000
6056300000,1685000
6063500000,1685000
6063500000,1687000
6070700000,1687000
6070700000,1689000
6077900000,1689000
6077900000,1691000
6085100000,1691000
6085100000,1693000
6092300000,1693000
6092300000,1695000
6099500000,1695000
6099500000,1697000
6106700000,1697000
6106700000,1699000
6113900000,1699000
6113900000,1701000
6121100000,1701000
6121100000,1703000
6128300000,1703000
6128300000,1705000
6135500000,1705000
6135500000,1707000
6142700000,1707000
6142700000,1709000
6149900000,1709000
6149900000,1711000
6157100000,1711000
6157100000,1713000
6164300000,1713000
6164300000,1715000
6171500000,1715000
6171500000,1717000
6178700000,1717000
6178700000,1719000
6185900000,1719000
6185900000,1721000
6193100000,1721000
6193100000,1723000
6200300000,1723000
6200300000,1725000
6207500000,1725000
6207500000,1727000
6214700000,1727000
6214700000,1729000
6221900000,1729000
6221900000,1731000
6229100000,1731000
6229100000,1733000
6236300000,1733000
6236300000,1735000
6243500000,1735000
6243500000,1737000
6250700000,1737000
6250700000,1739000
6257900000,1739000
6257900000,1741000
6265100000,1741000
6265100000,1743000
6272300000,1743000
6272300000,1745000
6279500000,1745000
6279500000,1747000
6286700000,1747000
6286700000,1749000
6293900000,1749000
6293900000,1751000
6301100000,1751000
6301100000,1753000
6308300000,1753000
6308300000,1755000
6315500000,1755000
6315500000,1757000
6322700000,1757000
6322700000,1759000
6329900000,1759000
6329900000,1761000
6337100000,1761000
6337100000,1763000
6344300000,1763000
6344300000,1765000
6351500000,1765000
6351500000,1767000
6358700000,1767000
6358700000,1769000
6365900000,1769000
6365900000,1771000
6373100000,1771000
6373100000,1773000
6380300000,1773000
6380300000,1775000
6387500000,1775000
6387500000,1777000
6394700000,1777000
6394700000,1779000
6401900000,1779000
6401900000,1781000
6409100000,1781000
6409100000,1783000
6416300000,1783000
6416300000,1785000
6423500000,1785000
6423500000,1787000
6430700000,1787000
6430700000,1789000
6437900000,1789000
6437900000,1791000
6445100000,1791000
6445100000,1793000
6452300000,1793000
6452300000,1795000
6459500000,1795000
6459500000,1797000
6466700000,1797000
6466700000,1799000
6473900000,1799000
6473900000,1801000
6481100000,1801000
6481100000,1803000
6488300000,1803000
6488300000,1805000
6495500000,1805000
6495500000,1807000
6502700000,1807000
6502700000,1809000
6509900000,1809000
6509900000,1811000
6517100000,1811000
6517100000,1813000
6524300000,1813000
6524300000,1815000
6531500000,1815000
6531500000,1817000
6538700000,1817000
6538700000,1819000
6545900000,1819000
6545900000,1821000
6553100000,1821000
6553100000,1823000
6560300000,1823000
6560300000,1825000
6567500000,1825000
6567500000,1827000
6574700000,1827000
6574700000,1829000
6581900000,1829000
6581900000,1831000
6589100000,1831000
6589100000,1833000
6596300000,1833000
6596300000,1835000
6603500000,1835000
6603500000,1837000
6610700000,1837000
6610700000,1839000
6617900000,1839000
6617900000,1841000
6625100000,1841000
6625100000,1843000
6632300000,1843000
6632300000,1845000
6639500000,1845000
6639500000,1847000
6646700000,1847000
6646700000,1849000
6653900000,1849000
6653900000,1851000
6661100000,1851000
6661100000,1853000
6668300000,1853000
6668300000,1855000
6675500000,1855000
6675500000,1857000
6682700000,1857000
6682700000,1859000
6689900000,1859000
6689900000,1861000
6697100000,1861000
6697100000,1863000
6704300000,1863000
6704300000,1865000
6711500000,1865000
6711500000,1867000
6718700000,1867000
6718700000,1869000
6725900000,1869000
6725900000,1871000
6733100000,1871000
6733100000,1873000
6740300000,1873000
6740300000,1875000
6747500000,1875000
6747500000,1877000
6754700000,1877000
6754700000,1879000
6761900000,1879000
6761900000,1881000
6769100000,1881000
6769100000,1883000
6776300000,1883000
6776300000,1885000
6783500000,1885000
6783500000,1887000
6790700000,1887000
6790700000,1889000
6797900000,1889000
6797900000,1891000
6805100000,1891000
6805100000,1893000
6812300000,1893000
6812300000,1895000
6819500000,1895000
6819500000,1897000
6826700000,1897000
6826700000,1899000
6833900000,1899000
6833900000,1901000
6841100000,1901000
6841100000,1903000
6848300000,1903000
6848300000,1905000
6855500000,1905000
6855500000,1907000
6862700000,1907000
6862700000,1909000
6869900000,1909000
6869900000,1911000
6877100000,1911000
6877100000,1913000
6884300000,1913000
6884300000,1915000
6891500000,1915000
6891500000,1917000
6898700000,1917000
6898700000,1919000
6905900000,1919000
6905900000,1921000
6913100000,1921000
6913100000,1923000
6920300000,1923000
6920300000,1925000
6927500000,1925000
6927500000,1927000
6934700000,1927000
6934700000,1929000
6941900000,1929000
6941900000,1931000
6949100000,1931000
6949100000,1933000
6956300000,1933000
6956300000,1935000
6963500000,1935000
6963500000,1937000
6970700000,1937000
6970700000,1939000
6977900000,1939000
6977900000,1941000
6985100000,1941000
6985100000,1943000
6992300000,1943000
6992300000,1945000
6999500000,1945000
6999500000,1947000
7006700000,1947000
7006700000,1949000
7013900000,1949000
7013900000,1951000
7021100000,1951000
7021100000,1953000
7028300000,1953000
7028300000,1955000
7035500000,1955000
7035500000,1957000
7042700000,1957000
7042700000,1959000
7049900000,1959000
7049900000,1961000
7057100000,1961000
7057100000,1963000
7064300000,1963000
7064300000,1965000
7071500000,1965000
7071500000,1967000
7078700000,1967000
7078700000,1969000
7085900000,1969000
7085900000,1971000
7093100000,1971000
7093100000,1973000
7100300000,1973000
7100300000,1975000
7107500000,1975000
7107500000,1977000
7114700000,1977000
7114700000,1979000
7121900000,1979000
7121900000,1981000
7129100000,1981000
7129100000,1983000
7136300000,1983000
7136300000,1985000
7143500000,1985000
7143500000,1987000
7150700000,1987000
7150700000,1989000
7157900000,1989000
7157900000,1991000
7165100000,1991000
7165100000,1993000
7172300000,1993000
7172300000,1995000
7179500000,1995000
7179500000,1997000
7186700000,1997000
7186700000,1999000
7193900000,1999000
7193900000,2001000
7201100000,2001000
7201100000,2003000
7208300000,2003000
7208300000,0
21608600000,0
21608600000,700000
28808700000,700000
28808700000,700001
